NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,Timepoint,Treatment,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2,description,timepoint,accession
1676_HTHC_ITS2,HP110,1676_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1676,0 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP110_S14_L001_R1_001.fastq.gz,HP110_S14_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362755
2412_HTAC_ITS2,HP173,2412_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Reef.18,2412,6 week,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP173_S10_L001_R1_001.fastq.gz,HP173_S10_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362756
1757_ATAC_ITS2,HP174,1757_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii Reef.42.43,1757,30 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP174_S22_L001_R1_001.fastq.gz,HP174_S22_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362757
2012_ATAC_ITS2,HP175,2012_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Reef.42.43,2012,4 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP175_S34_L001_R1_001.fastq.gz,HP175_S34_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 4 week,at 4 week,SAMN21362758
1436_ATAC_ITS2,HP176,1436_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.35.36,1436,4 week,ATAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP176_S46_L001_R1_001.fastq.gz,HP176_S46_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 4 week,at 4 week,SAMN21362759
1254_ATHC_ITS2,HP177,1254_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.42.43,1254,1 week,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP177_S58_L001_R1_001.fastq.gz,HP177_S58_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 1 week,at 1 week,SAMN21362760
1051_ATAC_ITS2,HP178,1051_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Reef.11.13,1051,4 week,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP178_S70_L001_R1_001.fastq.gz,HP178_S70_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 4 week,at 4 week,SAMN21362761
1631_ATAC_ITS2,HP111,1631_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-11-17,USA: Hawaii HIMB,1631,8 week,ATAC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP111_S26_L001_R1_001.fastq.gz,HP111_S26_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 8 week,at 8 week,SAMN21362762
1776_ATAC_ITS2,HP179,1776_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.42.43,1776,30 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP179_S82_L001_R1_001.fastq.gz,HP179_S82_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 30 hour,at 30 hour,SAMN21362763
2877_ATHC_ITS2,HP180,2877_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii HIMB,2877,30 hour,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP180_S94_L001_R1_001.fastq.gz,HP180_S94_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 30 hour,at 30 hour,SAMN21362764
1466_HTAC_ITS2,HP181,1466_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1466,1 week,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP181_S11_L001_R1_001.fastq.gz,HP181_S11_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362765
1705_HTAC_ITS2,HP182,1705_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1705,1 week,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP182_S23_L001_R1_001.fastq.gz,HP182_S23_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362766
2183_HTAC_ITS2,HP112,2183_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,2183,0 hour,HTAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP112_S38_L001_R1_001.fastq.gz,HP112_S38_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362767
2866_ATHC_ITS2,HP183,2866_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,2866,6 hour,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP183_S35_L001_R1_001.fastq.gz,HP183_S35_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362768
1330_HTAC_ITS2,HP184,1330_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.35.36,1330,1 week,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP184_S47_L001_R1_001.fastq.gz,HP184_S47_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362769
1617_HTAC_ITS2,HP185,1617_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1617,6 hour,HTAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP185_S59_L001_R1_001.fastq.gz,HP185_S59_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362770
1164_HTHC_ITS2,HP186,1164_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1164,1 week,HTHC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP186_S71_L001_R1_001.fastq.gz,HP186_S71_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 1 week,at 1 week,SAMN21362771
2870_ATHC_ITS2,HP187,2870_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,2870,1 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP187_S83_L001_R1_001.fastq.gz,HP187_S83_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 1 week,at 1 week,SAMN21362772
1227_HTHC_ITS2,HP188,1227_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1227,6 hour,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP188_S95_L001_R1_001.fastq.gz,HP188_S95_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362773
2518_HTHC_ITS2,HP189,2518_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.18,2518,6 hour,HTHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP189_S12_L001_R1_001.fastq.gz,HP189_S12_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362774
2999_ATHC_ITS2,HP190,2999_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,2999,1 week,ATHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP190_S24_L001_R1_001.fastq.gz,HP190_S24_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 1 week,at 1 week,SAMN21362775
1496_HTAC_ITS2,HP191,1496_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1496,1 week,HTAC,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP191_S36_L001_R1_001.fastq.gz,HP191_S36_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362776
1103_ATAC_ITS2,HP113,1103_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Reef.42.43,1103,12 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP113_S50_L001_R1_001.fastq.gz,HP113_S50_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 12 week,at 12 week,SAMN21362777
1755_ATAC_ITS2,HP192,1755_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Reef.42.43,1755,4 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP192_S48_L001_R1_001.fastq.gz,HP192_S48_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 4 week,at 4 week,SAMN21362778
1246_HTHC_ITS2,HP193,1246_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.42.43,1246,4 week,HTHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP193_S60_L001_R1_001.fastq.gz,HP193_S60_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 4 week,at 4 week,SAMN21362779
1128_HTHC_ITS2,HP194,1128_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1128,6 hour,HTHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP194_S72_L001_R1_001.fastq.gz,HP194_S72_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362780
1721_HTHC_ITS2,HP195,1721_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1721,1 week,HTHC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP195_S84_L001_R1_001.fastq.gz,HP195_S84_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 1 week,at 1 week,SAMN21362781
1696_HTAC_ITS2,HP114,1696_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Lilipuna.Fringe,1696,6 week,HTAC,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP114_S62_L001_R1_001.fastq.gz,HP114_S62_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 6 week,at 6 week,SAMN21362782
1114_ATAC_ITS2,HP196,1114_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.42.43,1114,1 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP196_S96_L001_R1_001.fastq.gz,HP196_S96_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362783
2527_HTHC_ITS2,HP197,2527_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2527,6 hour,HTHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP197_S97_L001_R1_001.fastq.gz,HP197_S97_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362784
1637_ATAC_ITS2,HP198,1637_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1637,6 hour,ATAC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP198_S109_L001_R1_001.fastq.gz,HP198_S109_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 6 hour,at 6 hour,SAMN21362785
1082_HTHC_ITS2,HP199,1082_HTHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.11.13,1082,4 week,HTHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP199_S121_L001_R1_001.fastq.gz,HP199_S121_L001_R2_001.fastq.gz,Sampled from: High Temperature High pCO2 at 4 week,at 4 week,SAMN21362786
1600_ATAC_ITS2,HP115,1600_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,1600,0 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP115_S74_L001_R1_001.fastq.gz,HP115_S74_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362787
1826_ATHC_ITS2,HP200,1826_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1826,0 hour,ATHC,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP200_S133_L001_R1_001.fastq.gz,HP200_S133_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 0 hour,at 0 hour,SAMN21362788
1728_HTAC_ITS2,HP201,1728_HTAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.18,1728,2 week,HTAC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP201_S145_L001_R1_001.fastq.gz,HP201_S145_L001_R2_001.fastq.gz,Sampled from: High Temperature Ambient pCO2 at 2 week,at 2 week,SAMN21362789
1544_ATHC_ITS2,HP202,1544_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.18,1544,6 hour,ATHC,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP202_S157_L001_R1_001.fastq.gz,HP202_S157_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 6 hour,at 6 hour,SAMN21362790
1223_ATHC_ITS2,HP203,1223_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1223,2 week,ATHC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP203_S169_L001_R1_001.fastq.gz,HP203_S169_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362791
1611_ATAC_ITS2,HP204,1611_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.42.43,1611,1 week,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP204_S181_L001_R1_001.fastq.gz,HP204_S181_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 1 week,at 1 week,SAMN21362792
1775_ATAC_ITS2,HP102,1775_ATAC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1775,0 hour,ATAC,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP102_S13_L001_R1_001.fastq.gz,HP102_S13_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature Ambient pCO2 at 0 hour,at 0 hour,SAMN21362793
2875_ATHC_ITS2,HP205,2875_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii HIMB,2875,2 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP205_S98_L001_R1_001.fastq.gz,HP205_S98_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362794
2860_ATHC_ITS2,HP206,2860_ATHC_HoloInt,Symbiont metagenome (ITS2 sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii HIMB,2860,2 week,ATHC,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Symbiont metagenome (ITS2 sequencing) from ,HP206_S110_L001_R1_001.fastq.gz,HP206_S110_L001_R2_001.fastq.gz,Sampled from: Ambient Temperature High pCO2 at 2 week,at 2 week,SAMN21362795
