plate,Plug_ID,prot_ug.mL,Species,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,Sample.Date,vol_mL,surface.area.cm2,prot_ug,prot_ug.cm2,prot_mg.cm2
20210429_plate2,1191,161.53827074976772,Pacuta,2,HTHC,High,High,8 week,Physiology,20181117,15,17.5997073012828,2423.0740612465156,137.6769522223761,0.13767695222237608
20210429_plate2,1540,469.69218270650333,Mcapitata,6,ATAC,Ambient,Ambient,16 week,Physiology,20190112,28,23.0767697776081,13151.381115782093,569.8969674925288,0.5698969674925288
20210429_plate2,1091,347.5311676093688,Mcapitata,2,HTHC,High,High,8 week,Physiology,20181117,19.5,18.1098258652543,6776.857768382692,374.20888631429864,0.37420888631429866
20210429_plate2,1174,579.7471512624803,Pacuta,2,HTHC,High,High,8 week,Physiology,20181117,5,14.9954177904811,2898.7357563124015,193.30810230259019,0.19330810230259018
20210429_plate2,1702,424.5696455985527,Pacuta,9,HTAC,High,Ambient,8 week,Physiology,20181117,15,18.2574917653513,6368.544683978291,348.8181600094919,0.3488181600094919
20210429_plate2,1077,1258.7863072528585,Pacuta,1,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,12.5,29.8515022850889,15734.828840660732,527.1034164508505,0.5271034164508506
20210429_plate2,2853,812.5134097583716,Pacuta,12,ATHC,Ambient,High,6 week,Physiology,20181103,10,25.6989581853913,8125.134097583716,316.16589431249736,0.31616589431249736
20210429_plate2,1256,588.0012739041786,Pacuta,3,ATHC,Ambient,High,6 week,Physiology,20181103,13,14.7045607145325,7644.016560754321,519.8398448720573,0.5198398448720573
20210429_plate2,2382,567.6411047213229,Pacuta,7,HTAC,High,Ambient,8 week,Physiology,20181117,24.5,18.5304499443185,13907.207065672412,750.5056330235742,0.7505056330235742
20210429_plate2,1336,1279.696751278494,Pacuta,4,HTAC,High,Ambient,Day 2,Physiology,20180923,9,21.1213152823842,11517.270761506446,545.2913612398083,0.5452913612398084
20210429_plate2,1743,420.1674468563137,Mcapitata,10,HTHC,High,High,16 week,Physiology,20190112,12.5,21.2868800794626,5252.093085703921,246.72911512152953,0.24672911512152954
20210429_plate2,2540,330.4726474831924,Pacuta,11,ATHC,Ambient,High,12 week,Physiology,20181215,15,27.2114149803243,4957.089712247886,182.16949452397822,0.1821694945239782
20210429_plate2,2989,417.9663474851941,Mcapitata,12,ATHC,Ambient,High,6 week,Physiology,20181103,73,42.6850114207923,30511.54336641917,714.8069626978403,0.7148069626978403
20210429_plate2,1048,495.55510031715795,Pacuta,1,ATAC,Ambient,Ambient,6 week,Physiology,20181103,18.5,17.2462040858991,9167.769355867422,531.5818663750596,0.5315818663750596
20210429_plate2,1044,432.82376824025107,Mcapitata,1,ATAC,Ambient,Ambient,8 week,Physiology,20181117,28,27.1308699439078,12119.06551072703,446.68916019953684,0.44668916019953686
20210429_plate2,1252,1581.247365121871,Pacuta,3,ATHC,Ambient,High,Day 2,Physiology,20180923,15,43.3248969878793,23718.710476828066,547.4614396305127,0.5474614396305127
20210429_plate2,1630,696.405417931816,Pacuta,6,ATAC,Ambient,Ambient,8 week,Physiology,20181117,22.5,18.6244191534711,15669.12190346586,841.321373533711,0.8413213735337111
20210429_plate2,1430,288.65175943192116,Pacuta,6,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,20,33.0285564992972,5773.035188638423,174.78920669031552,0.17478920669031553
20210429_plate2,1597,322.2185248414942,Mcapitata,9,HTAC,High,Ambient,8 week,Physiology,20181117,25,13.6216774471544,8055.4631210373545,591.3708610623546,0.5913708610623546
20210429_plate2,1084,1156.9854613385796,Pacuta,1,ATAC,Ambient,Ambient,8 week,Physiology,20181117,15,47.4550674663501,17354.781920078694,365.70977235223177,0.3657097723522318
20210429_plate2,1271,1008.9615286307907,Pacuta,4,HTAC,High,Ambient,Day 2,Physiology,20180923,17.5,27.8647247201474,17656.826751038836,633.6623429217726,0.6336623429217726
20210429_plate2,2565,524.7196669844918,Mcapitata,12,ATHC,Ambient,High,12 week,Physiology,20181215,32.5,49.4597439282731,17053.389176995985,344.79331720210564,0.34479331720210565
20210429_plate2,1116,616.0652908859528,Pacuta,1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,32,27.9273708595825,19714.08930835049,705.9056653586189,0.7059056653586189
20210429_plate2,2998,763.5389487509619,Pacuta,12,ATHC,Ambient,High,8 week,Physiology,20181117,19.5,18.9465992991374,14889.009500643759,785.8407340319708,0.7858407340319707
20210429_plate2,1620,591.8531978036378,Pacuta,8,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,16.5,18.0516544500646,9765.577763760024,540.9796531821535,0.5409796531821535
20210429_plate2,2018,162.08854559254758,Mcapitata,10,HTHC,High,High,16 week,Physiology,20190112,17.5,13.4784862713028,2836.5495478695825,210.45015669963715,0.21045015669963715
20210429_plate2,2397,405.31002610125677,Mcapitata,11,ATHC,Ambient,High,8 week,Physiology,20181117,24,25.6184131489747,9727.4406264301615,379.70504144279806,0.37970504144279804
20210429_plate2,1599,515.3649946572338,Mcapitata,6,ATAC,Ambient,Ambient,8 week,Physiology,20181117,24.5,25.0814462395311,12626.442369102228,503.41763583000943,0.5034176358300094
20210429_plate2,1491,608.9117179298141,Pacuta,7,HTAC,High,Ambient,Day 2,Physiology,20180923,28,30.4645395067038,17049.528102034797,559.651594217697,0.5596515942176971
20210429_plate2,1686,273.2440638340844,Pacuta,8,ATAC,Ambient,Ambient,8 week,Physiology,20181117,17.5,8.46679511649533,4781.771117096477,564.7675479687053,0.5647675479687053
20210429_plate2,1473,650.7326059810855,Pacuta,6,ATAC,Ambient,Ambient,12 week,Physiology,20181215,21,13.5858796531915,13665.384725602795,1005.8520371474525,1.0058520371474524
20210429_plate2,1208,201.70833427269932,Mcapitata,3,ATHC,Ambient,High,12 week,Physiology,20181215,67,21.3718998401245,13514.458396270855,632.3470771137644,0.6323470771137644
20210429_plate2,2566,529.1218657267309,Pacuta,12,ATHC,Ambient,High,12 week,Physiology,20181215,12,25.7168570823728,6349.462388720771,246.89884803508536,0.24689884803508536
20210429_plate2,2169,635.8751852260285,Pacuta,5,HTHC,High,High,6 week,Physiology,20181103,17,17.0895887373114,10809.878148842485,632.5417372532476,0.6325417372532476
20210429_plate2,2858,554.9847833373855,Pacuta,12,ATHC,Ambient,High,4 week,Physiology,20181020,17,34.0980155939392,9434.741316735553,276.69473288681775,0.27669473288681773
20210429_plate2,1325,397.60617830233844,Mcapitata,4,HTAC,High,Ambient,8 week,Physiology,20181117,28,19.2777288932943,11132.972992465477,577.5043862318267,0.5775043862318268
20210429_plate2,1636,1395.8047431050497,Pacuta,6,ATAC,Ambient,Ambient,8 week,Physiology,20181117,14.5,43.6470771335455,20239.16877502322,463.7004377887232,0.4637004377887232
20210429_plate3,2732,524.7196669844918,Mcapitata,11,ATHC,Ambient,High,6 week,Physiology,20181103,35,27.1442941166438,18365.188344457212,676.5763834395093,0.6765763834395093
20210429_plate3,1822,384.949856918401,Mcapitata,10,HTHC,High,High,6 week,Physiology,20181103,40,19.7252013178306,15397.99427673604,780.625456167944,0.780625456167944
20210429_plate3,1735,807.0106613305729,Pacuta,9,HTAC,High,Ambient,Day 2,Physiology,20180923,29,33.0598795690148,23403.309178586616,707.9066676492448,0.7079066676492448
20210429_plate3,1272,432.27349339747116,Mcapitata,5,HTHC,High,High,16 week,Physiology,20190112,18.5,16.5526218278677,7997.059627853217,483.1294831124281,0.4831294831124281
20210429_plate3,1304,606.1603437159148,Mcapitata,3,ATHC,Ambient,High,Day 2,Physiology,20180923,27.5,20.7096406518107,16669.409452187658,804.9106081775593,0.8049106081775593
20210429_plate3,1752,903.8590336598326,Pacuta,6,ATAC,Ambient,Ambient,6 week,Physiology,20181103,12.5,20.1413506726495,11298.237920747906,560.9473815522261,0.5609473815522261
20210429_plate3,2876,409.71222484349585,Mcapitata,12,ATHC,Ambient,High,12 week,Physiology,20181215,36.5,13.3889917863955,14954.496206787599,1116.9247427564187,1.1169247427564186
20210429_plate3,2003,626.5205128987706,Mcapitata,9,HTAC,High,Ambient,6 week,Physiology,20181103,22.5,29.323484824136,14096.711540222337,480.7311144894829,0.48073111448948286
20210429_plate3,1423,764.0892235937417,Pacuta,6,ATAC,Ambient,Ambient,6 week,Physiology,20181103,35,47.2760784965356,26743.12282578096,565.6798041686284,0.5656798041686284
20210429_plate3,1288,974.8444883784377,Pacuta,4,HTAC,High,Ambient,6 week,Physiology,20181103,17,25.3902022124612,16572.356302433443,652.7067474200711,0.6527067474200711
20210429_plate3,1549,415.76524811407455,Mcapitata,8,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,32.5,23.148365365534,13512.370563707424,583.7289307618336,0.5837289307618335
20210429_plate3,1098,631.4729864837894,Pacuta,2,HTHC,High,High,Day 1,Physiology,20180922,22.5,19.0718915780075,14208.142195885262,744.9781338034238,0.7449781338034238
20210429_plate3,1211,1912.5128204753619,Pacuta,3,ATHC,Ambient,High,Day 1,Physiology,20180922,13,37.8075619933457,24862.666666179706,657.6109475283184,0.6576109475283184
20210429_plate3,1655,829.5719298845481,Pacuta,5,HTHC,High,High,Day 2,Physiology,20180923,18,23.6584839295054,14932.294737921866,631.160254495396,0.6311602544953959
20210429_plate3,2515,1138.2761166840637,Pacuta,9,HTAC,High,Ambient,6 week,Physiology,20181103,15.5,24.428136499708,17643.279808602987,722.2523833864235,0.7222523833864235
20210429_plate3,2744,856.5353971807625,Pacuta,11,ATHC,Ambient,High,16 week,Physiology,20190112,32.5,48.5424254579735,27837.400408374782,573.4653789080961,0.5734653789080961
20210429_plate3,1136,395.4050789312189,Mcapitata,3,ATHC,Ambient,High,6 week,Physiology,20181103,32.5,16.0559274366323,12850.665065264615,800.3689052521041,0.8003689052521041
20210429_plate3,1339,936.3252493838457,Pacuta,5,HTHC,High,High,Day 2,Physiology,20180923,15,21.0318207974769,14044.878740757686,667.7918605336629,0.6677918605336629
20210429_plate3,2531,1307.7607682602682,Pacuta,11,ATHC,Ambient,High,Day 2,Physiology,20180923,20,36.7112545532316,26155.215365205364,712.4576831685255,0.7124576831685254
20210429_plate3,1570,1139.926941212403,Pacuta,8,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,30,45.929186498681,34197.80823637209,744.5768332377102,0.7445768332377102
20210429_plate3,1650,420.71772169909354,Mcapitata,8,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,33,15.4339407665268,13883.684816070087,899.5554036452625,0.8995554036452624
20210429_plate3,1634,980.3472368062367,Mcapitata,7,HTAC,High,Ambient,12 week,Physiology,20181215,14.5,18.8168322960218,14215.034933690431,755.4425054155226,0.7554425054155226
20210429_plate3,1422,1263.7387808378774,Pacuta,5,HTHC,High,High,6 week,Physiology,20181103,17.5,33.5118267177965,22115.428664662853,659.92907073962715,0.6599290707396271
20210429_plate3,1444,553.3339588090458,Mcapitata,6,ATAC,Ambient,Ambient,6 week,Physiology,20181103,25,41.4902600472802,13833.348970226147,333.41196113165745,0.33341196113165744
20210429_plate3,2872,391.5531550317596,Mcapitata,12,ATHC,Ambient,High,16 week,Physiology,20190112,15.5,12.0734228582586,6069.073902992274,502.68047216128423,0.5026804721612842
20210429_plate3,1727,716.2153122718918,Mcapitata,9,HTAC,High,Ambient,6 week,Physiology,20181103,15,39.5213813793201,10743.229684078377,271.8333547344037,0.27183335473440373
20210429_plate3,2519,961.6378921517206,Pacuta,11,ATHC,Ambient,High,8 week,Physiology,20181117,23,30.4108428157594,22117.671519489573,727.2955785371339,0.7272955785371339
20210429_plate3,2001,616.0652908859528,Mcapitata,8,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,17,12.6954095283641,10473.109945061196,824.9525091460941,0.8249525091460942
20210429_plate3,1602,1169.091507879737,Pacuta,8,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,18,27.0055776650375,21043.647141835267,779.2333644126862,0.7792333644126862
20210429_plate3,1615,557.185882708505,Pacuta,4,HTAC,High,Ambient,12 week,Physiology,20181215,17,51.1153918990577,9472.160006044585,185.3093491829259,0.1853093491829259
20210429_plate3,1075,1335.8247852420423,Pacuta,1,ATAC,Ambient,Ambient,16 week,Physiology,20190112,10,23.6271608597878,13358.247852420423,565.3767683596494,0.5653767683596495
20210429_plate3,1285,332.12347201153204,Mcapitata,4,HTAC,High,Ambient,6 week,Physiology,20181103,44,26.1732789553999,14613.43276850741,558.3340472322617,0.5583340472322617
20210429_plate3,1584,287.00093490358154,Mcapitata,7,HTAC,High,Ambient,6 week,Physiology,20181103,52.5,31.5116249801189,15067.54908243803,478.1584285781627,0.4781584285781627
20210429_plate3,2401,1012.2631776874698,Pacuta,8,ATAC,Ambient,Ambient,6 week,Physiology,20181103,15,25.4036263851973,15183.947665312047,597.7078797757684,0.5977078797757684
20210429_plate3,1088,853.2337481240833,Pacuta,1,ATAC,Ambient,Ambient,6 week,Physiology,20181103,17.5,18.0740280712914,14931.590592171457,826.1351887512358,0.8261351887512358
20210429_plate3,1470,432.823768240251,Mcapitata,7,HTAC,High,Ambient,Day 2,Physiology,20180923,35.5,24.9069319939619,15365.243772528911,616.9063205477837,0.6169063205477837
20210429_plate3,1770,861.4878707657814,Pacuta,7,HTAC,High,Ambient,Day 1,Physiology,20180922,16,18.7407619838506,13783.805932252502,735.498692322669,0.735498692322669
20210429_plate3,1472,504.35949780163605,Pacuta,6,ATAC,Ambient,Ambient,16 week,Physiology,20190112,20,16.2393911306922,10087.189956032722,621.1556747942407,0.6211556747942407
20210429_plate3,1213,811.9631349155918,Pacuta,2,HTHC,High,High,Day 1,Physiology,20180922,16,16.1275230245582,12991.410158649469,805.5428064723136,0.8055428064723136
20210429_plate4,1142,404.7597512584769,Mcapitata,3,ATHC,Ambient,High,12 week,Physiology,20181215,24.5,20.714115376056,9916.613905832684,478.7370218713546,0.47873702187135464
20210429_plate4,1566,931.3727757988269,Pacuta,7,HTAC,High,Ambient,6 week,Physiology,20181103,13,17.6892017861901,12107.84608538475,684.4766785823713,0.6844766785823713
20210429_plate4,2982,426.77074496967236,Pacuta,12,ATHC,Ambient,High,16 week,Physiology,20190112,18.5,12.0823723067493,7895.258781938939,653.452697987844,0.653452697987844
20210429_plate4,2060,935.7749745410658,Pacuta,8,ATAC,Ambient,Ambient,6 week,Physiology,20181103,16,20.0563309119876,14972.399592657053,746.5173793930624,0.7465173793930624
20210429_plate4,1162,275.4451632052039,Mcapitata,2,HTHC,High,High,6 week,Physiology,20181103,55,12.7759545647807,15149.483976286216,1185.7809840721095,1.1857809840721094
20210429_plate4,2192,905.5098581881722,Pacuta,9,HTAC,High,Ambient,6 week,Physiology,20181103,20,31.0283547616196,18110.197163763445,583.6660468432178,0.5836660468432179
20210429_plate4,1273,558.8367072368447,Mcapitata,5,HTHC,High,High,12 week,Physiology,20181215,22,10.2298364691687,12294.407559210584,1201.818581974816,1.201818581974816
20210429_plate4,1410,313.414127357016,Mcapitata,5,HTHC,High,High,6 week,Physiology,20181103,45,22.4950556257108,14103.63573106572,626.9660304794232,0.6269660304794232
20210429_plate4,2857,317.8163260992551,Mcapitata,12,ATHC,Ambient,High,16 week,Physiology,20190112,45,23.2647081959134,14301.73467446648,614.7394823967177,0.6147394823967177
20210429_plate4,1492,782.248293405478,Pacuta,3,ATHC,Ambient,High,16 week,Physiology,20190112,17,27.023476562019,13298.220987893126,492.0988221990479,0.4920988221990479
20210429_plate4,1479,479.5971298765412,Mcapitata,6,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,34,16.1677955427664,16306.302415802402,1008.566837245661,1.0085668372456609
20210429_plate4,1299,400.35755251623783,Mcapitata,4,HTAC,High,Ambient,Day 2,Physiology,20180923,22.5,16.5794701733399,9008.044931615352,543.3252593379285,0.5433252593379285
20210429_plate4,1052,294.15450785971996,Mcapitata,1,ATAC,Ambient,Ambient,12 week,Physiology,20181215,67.5,39.7093197976254,19855.429280531098,500.0193753436805,0.5000193753436805
20210429_plate4,2552,348.63171729492865,Mcapitata,11,ATHC,Ambient,High,6 week,Physiology,20181103,40,15.0356903086894,13945.268691797146,927.4777815647028,0.9274777815647028
20210429_plate4,1564,250.68279528010908,Mcapitata,8,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,43,15.4876374574711,10779.36019704469,695.9977095696298,0.6959977095696298
20210429_plate4,1286,461.4380600648051,Mcapitata,4,HTAC,High,Ambient,6 week,Physiology,20181103,15,40.232862534333,6921.570900972076,172.03774389817536,0.17203774389817536
20210429_plate4,1616,279.2970871046631,Mcapitata,6,ATAC,Ambient,Ambient,16 week,Physiology,20190112,40,27.2830105682501,11171.883484186525,409.48133111041335,0.40948133111041335
20210429_plate4,1434,703.5589908879545,Pacuta,6,ATAC,Ambient,Ambient,16 week,Physiology,20190112,45,32.1559852714513,31660.15458995795,984.5804543910662,0.9845804543910661
20210429_plate4,1061,481.7982292476608,Mcapitata,1,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,43,33.1851718478849,20717.323857649415,624.2946082248436,0.6242946082248436
20210429_plate4,2360,315.06495188535564,Mcapitata,6,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,51,17.6534039922272,16068.312546153138,910.210436085189,0.910210436085189
20210429_plate4,1232,749.2318028386849,Mcapitata,4,HTAC,High,Ambient,Day 1,Physiology,20180922,24,27.3322325349491,17981.563268128437,657.8885660048378,0.6578885660048378
20210429_plate4,1608,311.2130279858965,Mcapitata,10,HTHC,High,High,12 week,Physiology,20181215,24,17.4162436072229,7469.112671661515,428.85899164639096,0.42885899164639096
20210429_plate4,1741,679.8971726484194,Pacuta,4,HTAC,High,Ambient,Day 1,Physiology,20180922,17.5,19.9892100483071,11898.20052134734,595.2311518360881,0.5952311518360881
20210429_plate4,1737,306.2605544008775,Mcapitata,10,HTHC,High,High,8 week,Physiology,20181117,20.5,18.0158566561017,6278.341365217988,348.489749061786,0.348489749061786
20210429_plate4,1104,417.9663474851941,Mcapitata,1,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,46,22.5398028681645,19226.451984318926,853.0000061125028,0.8530000061125028
20210429_plate4,1065,344.22951855268957,Mcapitata,1,ATAC,Ambient,Ambient,6 week,Physiology,20181103,38,26.1195822644555,13080.721705002205,500.80133642883476,0.5008013364288347
20210429_plate4,2669,803.15873743111365,Pacuta,11,ATHC,Ambient,High,16 week,Physiology,20190112,12.5,12.5880161464754,10039.484217888921,797.543004478902,0.797543004478902
20210429_plate4,2198,404.7597512584769,Mcapitata,10,HTHC,High,High,6 week,Physiology,20181103,42.5,32.6124071444784,17202.28942848527,527.476838869215,0.527476838869215
20210429_plate4,1298,1758.4358644969939,Pacuta,4,HTAC,High,Ambient,6 week,Physiology,20181103,17,54.453536186099,29893.409696448896,548.9709537739835,0.5489709537739835
20210429_plate4,1572,647.981231767186,Pacuta,7,HTAC,High,Ambient,8 week,Physiology,20181117,17,18.9063267809291,11015.680940042163,582.6452207074793,0.5826452207074794
20210429_plate4,2874,728.3213588130493,Pacuta,12,ATHC,Ambient,High,12 week,Physiology,20181215,51,41.7945412959649,37144.38929946552,888.7378147406936,0.8887378147406936
20210429_plate4,1688,396.5056286167786,Mcapitata,9,HTAC,High,Ambient,12 week,Physiology,20181215,21,13.3397698196965,8326.61820095235,624.195043355088,0.624195043355088
20210429_plate4,1180,1007.3107041024509,Pacuta,3,ATHC,Ambient,High,Day 2,Physiology,20180923,18,26.8534370406952,18131.592673844116,675.2056597584319,0.6752056597584319
20210429_plate4,1537,495.00482547437804,Pacuta,7,HTAC,High,Ambient,6 week,Physiology,20181103,18.5,16.3691581338078,9157.589271275994,559.4416766224832,0.5594416766224832
20210429_plate4,1760,558.8367072368447,Mcapitata,7,HTAC,High,Ambient,6 week,Physiology,20181103,25.5,27.4127775713657,14250.336034539541,519.8428359709479,0.5198428359709479
20210429_plate4,1253,239.67729842451138,Pacuta,3,ATHC,Ambient,High,Day 1,Physiology,20180922,14.5,11.9973525460874,3475.320827155415,289.67397713829735,0.28967397713829734
20210429_plate4,1133,421.2679965418734,Mcapitata,2,HTHC,High,High,6 week,Physiology,20181103,27.5,13.3666181651687,11584.869904901518,866.7016414884853,0.8667016414884853
20210429_plate4,1187,1650.0317204693567,Pacuta,1,ATAC,Ambient,Ambient,Day 2,Physiology,20180923,14,39.901732940176,23100.444086570995,578.9333541278797,0.5789333541278797
20210430_plate1,1469,542.3284619534481,Mcapitata,7,HTAC,High,Ambient,12 week,Physiology,20181215,11.5,11.8854844399533,6236.777312464654,524.7390078186127,0.5247390078186127
20210430_plate1,1149,573.1438531491217,Pacuta,3,ATHC,Ambient,High,16 week,Physiology,20190112,27,22.4861061772201,15474.884035026285,688.1975880156324,0.6881975880156324
20210430_plate1,1135,405.31002610125677,Mcapitata,2,HTHC,High,High,16 week,Physiology,20190112,19,8.20726111026423,7700.890495923879,938.3021196063727,0.9383021196063727
20210430_plate1,1998,259.48719276458723,Mcapitata,9,HTAC,High,Ambient,16 week,Physiology,20190112,29.5,18.8347311930032,7654.872186555323,406.4232246329581,0.4064232246329581
20210430_plate1,2297,398.1564531451183,Mcapitata,5,HTHC,High,High,Day 2,Physiology,20180923,62.5,25.9808658128492,24884.778321569895,957.8117411800333,0.9578117411800333
20210430_plate1,2301,400.35755251623783,Mcapitata,6,ATAC,Ambient,Ambient,16 week,Physiology,20190112,66,46.076852398778,26423.598466071697,573.4679582143609,0.5734679582143609
20210430_plate1,1638,482.34850409044066,Mcapitata,7,HTAC,High,Ambient,16 week,Physiology,20190112,16,27.5783423684441,7717.5760654470505,279.84191226365056,0.27984191226365057
20210430_plate1,2378,545.0798361673476,Mcapitata,7,HTAC,High,Ambient,Day 2,Physiology,20180923,28,28.0213400687351,15262.235412685732,544.664722502498,0.544664722502498
20210430_plate1,1679,326.62072358373325,Mcapitata,8,ATAC,Ambient,Ambient,4 week,Physiology,20181020,91,22.4682072802387,29722.485846119725,1322.868597187161,1.322868597187161
20210430_plate1,1247,712.3633883724327,Pacuta,3,ATHC,Ambient,High,12 week,Physiology,20181215,32.5,34.1024903181845,23151.810122104063,678.8891340805925,0.6788891340805925
20210430_plate1,2211,414.1144235857349,Mcapitata,11,ATHC,Ambient,High,8 week,Physiology,20181117,26,20.8931043458706,10766.975013229108,515.3362963679036,0.5153362963679037
20210430_plate1,2398,256.1855437079079,Mcapitata,8,ATAC,Ambient,Ambient,12 week,Physiology,20181215,45,27.9810675505268,11528.349466855856,412.00534776017906,0.41200534776017905
20210430_plate1,1480,554.9847833373856,Mcapitata,2,HTHC,High,High,1 week,Physiology,20180929,27.5,21.0810427641759,15262.081541778103,723.9718505629969,0.723971850562997
20210430_plate1,1533,361.83831352164583,Mcapitata,8,ATAC,Ambient,Ambient,8 week,Physiology,20181117,42.5,20.3113901939733,15378.128324669948,757.1184531343833,0.7571184531343833
20210430_plate1,1538,479.59712987654126,Mcapitata,3,ATHC,Ambient,High,8 week,Physiology,20181117,15,14.8924991328377,7193.9569481481185,483.0590812179783,0.4830590812179783
20210430_plate1,1426,465.84025880704417,Mcapitata,2,HTHC,High,High,Day 1,Physiology,20180922,33,32.1201874774884,15372.728540632457,478.60021213781874,0.4786002121378187
20210430_plate1,2044,447.68118899530793,Mcapitata,12,ATHC,Ambient,High,8 week,Physiology,20181117,25,15.2057298300132,11192.0297248827,736.0402854713211,0.7360402854713212
20210430_plate1,1066,492.2534512604786,Mcapitata,1,ATAC,Ambient,Ambient,Day 1,Physiology,20180922,24,29.4129793090433,11814.082830251486,401.6622289813101,0.4016622289813101
20210430_plate1,1036,331.02292232597233,Mcapitata,1,ATAC,Ambient,Ambient,4 week,Physiology,20181020,34.5,21.5464140856937,11420.290820246046,530.0320867697815,0.5300320867697814
20210430_plate1,1210,205.00998332937863,Mcapitata,1,ATAC,Ambient,Ambient,12 week,Physiology,20181215,60,21.0720933156852,12300.598999762718,583.738825349955,0.583738825349955
20210430_plate1,1438,326.07044874095334,Mcapitata,6,ATAC,Ambient,Ambient,8 week,Physiology,20181117,55,20.3829857818991,17933.874680752433,879.845321615169,0.879845321615169
20210430_plate1,1166,251.78334496566885,Mcapitata,1,ATAC,Ambient,Ambient,8 week,Physiology,20181117,42.5,15.9753824002158,10700.792161040927,669.8301106642916,0.6698301106642917
20210430_plate1,2529,359.08693930774643,Mcapitata,11,ATHC,Ambient,High,Day 2,Physiology,20180923,32.5,17.7697468226067,11670.325527501758,656.752493099944,0.656752493099944
20210430_plate1,1568,385.5001317611809,Mcapitata,9,HTAC,High,Ambient,16 week,Physiology,20190112,16.5,16.2572900276737,6360.752174059485,391.25537917032915,0.39125537917032915
20210430_plate1,1102,471.34300723484296,Mcapitata,1,ATAC,Ambient,Ambient,16 week,Physiology,20190112,17.5,10.8741967605011,8248.502626609752,758.5390266774655,0.7585390266774654
20210430_plate1,1578,773.4438959209999,Pacuta,8,ATAC,Ambient,Ambient,16 week,Physiology,20190112,12,24.6071254695225,9281.326751051998,377.180453789595,0.37718045378959497
20210430_plate1,1592,355.78529025106707,Mcapitata,8,ATAC,Ambient,Ambient,6 week,Physiology,20181103,50,27.0905974256995,17789.264512553353,656.6582579562296,0.6566582579562296
20210430_plate1,2372,404.7597512584769,Mcapitata,7,HTAC,High,Ambient,8 week,Physiology,20181117,39.5,47.3745224299336,15988.010174709838,337.4811893535377,0.33748118935353766
20210430_plate1,1045,598.4564959169963,Pacuta,1,ATAC,Ambient,Ambient,12 week,Physiology,20181215,20,20.3158649182187,11969.129918339928,589.1518754688286,0.5891518754688286
20210430_plate1,2011,342.5786940243499,Mcapitata,10,HTHC,High,High,12 week,Physiology,20181215,41.5,24.4460353966895,14217.015802010521,581.567340933156,0.581567340933156
20210430_plate1,1309,202.8088839582591,Mcapitata,4,HTAC,High,Ambient,8 week,Physiology,20181117,42,17.8144940650603,8517.973126246881,478.148472538058,0.478148472538058
20210430_plate1,2852,446.0303644669683,Mcapitata,11,ATHC,Ambient,High,16 week,Physiology,20190112,24,11.1247813182414,10704.728747207238,962.2417233186061,0.9622417233186061
20210430_plate1,2153,321.11797515593435,Mcapitata,4,HTAC,High,Ambient,Day 1,Physiology/Molecular,20180922,30,16.3199361671088,9633.539254678031,590.2927043362747,0.5902927043362747
20210430_plate1,2172,343.67924370990966,Mcapitata,5,HTHC,High,High,8 week,Physiology,20181117,50,44.4301538764842,17183.962185495482,386.76350825313114,0.38676350825313116
20210430_plate1,1640,695.3048682462563,Mcapitata,7,HTAC,High,Ambient,Day 1,Physiology,20180922,33,17.6578787164726,22945.06065212646,1299.4233917079507,1.2994233917079507
20210430_plate1,2396,749.7820776814648,Pacuta,8,ATAC,Ambient,Ambient,12 week,Physiology,20181215,15,24.7592660938649,11246.731165221972,454.24331733357803,0.45424331733357803
20210430_plate1,2749,321.66824999871426,Mcapitata,12,ATHC,Ambient,High,4 week,Physiology,20181020,49,27.6544126806153,15761.744249936999,569.9540406795688,0.5699540406795688
20210430_plate1,1585,482.34850409044066,Mcapitata,7,HTAC,High,Ambient,Day 1,Physiology,20180922,27.5,10.6996825149319,13264.583862487118,1239.717519092345,1.2397175190923448
20210430_plate2,1182,708.5114644729733,Mcapitata,2,HTHC,High,High,Day 2,Physiology,20180923,20,41.1591304531232,14170.229289459467,344.2791218730476,0.3442791218730476
20210430_plate2,1774,370.09243616334413,Mcapitata,8,ATAC,Ambient,Ambient,8 week,Physiology,20181117,30,22.1952491012715,11102.773084900324,500.23196559953357,0.5002319655995335
20210430_plate2,1337,328.8218229548528,Mcapitata,5,HTHC,High,High,12 week,Physiology,20181215,52.5,39.5437550005469,17263.145705129773,436.55807863696856,0.43655807863696855
20210430_plate2,1687,382.74875754728146,Mcapitata,9,HTAC,High,Ambient,Day 2,Physiology,20180923,48,24.4684090179163,18371.94036226951,750.8432750497662,0.7508432750497662
