"","Site.Name","Plug_ID","Species","ANALYSIS","Timepoint","Treatment","Tank","Temperature","CO2","Bleaching.Score","Blch.Time"
"685","Lilipuna.Fringe",1217,"Pacuta","Physiology","4 week","ATHC",3,"Ambient","High",2.42806000379636,"3 week"
"686","Lilipuna.Fringe",1217,"Pacuta","Physiology","4 week","ATHC",3,"Ambient","High",5.24002957952976,"4 week"
"687","Reef.35.36",1436,"Mcapitata","Molecular","4 week","ATAC",6,"Ambient","Ambient",14.120240864905,"2 week"
"688","Reef.35.36",1436,"Mcapitata","Molecular","4 week","ATAC",6,"Ambient","Ambient",14.42104175064,"3 week"
"689","Reef.35.36",1436,"Mcapitata","Molecular","4 week","ATAC",6,"Ambient","Ambient",8.89976391958773,"4 week"
"691","Reef.11.13",1051,"Pacuta","Molecular","4 week","ATAC",1,"Ambient","Ambient",-1.8594910127092,"2 week"
"692","Reef.11.13",1051,"Pacuta","Molecular","4 week","ATAC",1,"Ambient","Ambient",14.6177111155977,"3 week"
"693","Reef.11.13",1051,"Pacuta","Molecular","4 week","ATAC",1,"Ambient","Ambient",11.9078372186533,"4 week"
"694","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",15.0332088472626,"1 week"
"695","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",11.4952941001471,"2 week"
"696","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",14.2727158344594,"3 week"
"697","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",9.92501361302208,"4 week"
"698","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",11.7364981499096,"5 week"
"699","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",13.1099397902658,"6 week"
"700","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",15.1716045999253,"7 week"
"701","HIMB",1631,"Mcapitata","Molecular","8 week","ATAC",6,"Ambient","Ambient",13.5214088531039,"8 week"
"702","Reef.42.43",1222,"Pacuta","Physiology","2 week","ATAC",1,"Ambient","Ambient",7.08855661826374,"1 week"
"703","Reef.42.43",1222,"Pacuta","Physiology","2 week","ATAC",1,"Ambient","Ambient",12.4760002501009,"2 week"
"705","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",12.838699387408,"1 week"
"706","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",14.7643966159841,"2 week"
"707","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",9.27723282227836,"3 week"
"708","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",15.2009608838344,"4 week"
"709","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",15.4188699864345,"5 week"
"710","HIMB",1224,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",9.38214729267952,"6 week"
"712","HIMB",1226,"Mcapitata","Physiology","4 week","ATHC",3,"Ambient","High",13.022894935847,"1 week"
"713","HIMB",1226,"Mcapitata","Physiology","4 week","ATHC",3,"Ambient","High",14.5639610784296,"2 week"
"714","HIMB",1226,"Mcapitata","Physiology","4 week","ATHC",3,"Ambient","High",13.6397259834718,"3 week"
"716","Reef.42.43",1228,"Pacuta","Physiology","4 week","HTHC",2,"High","High",7.32692942060128,"1 week"
"717","Reef.42.43",1228,"Pacuta","Physiology","4 week","HTHC",2,"High","High",10.0674565980109,"2 week"
"718","Reef.42.43",1228,"Pacuta","Physiology","4 week","HTHC",2,"High","High",1.61196624677796,"3 week"
"719","Reef.42.43",1228,"Pacuta","Physiology","4 week","HTHC",2,"High","High",15.4192083348392,"4 week"
"721","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",8.88226393224945,"2 week"
"722","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",-12.3562952497498,"3 week"
"723","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",-2.78654433181527,"4 week"
"724","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",-27.1673111632971,"5 week"
"725","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",7.5535811285099,"6 week"
"726","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",13.9252539081424,"7 week"
"727","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",13.3210279910862,"8 week"
"728","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",7.66478631881806,"9 week"
"729","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",9.86718291743481,"10 week"
"730","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",1.18139022891303,"11 week"
"731","HIMB",1230,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",-38.3969048922042,"12 week"
"740","Reef.42.43",1233,"Pacuta","Physiology","4 week","HTHC",2,"High","High",11.0320576983381,"1 week"
"741","Reef.42.43",1233,"Pacuta","Physiology","4 week","HTHC",2,"High","High",1.39068648623454,"3 week"
"742","Reef.42.43",1233,"Pacuta","Physiology","4 week","HTHC",2,"High","High",6.68493250498827,"4 week"
"743","HIMB",1234,"Mcapitata","Physiology","2 week","HTAC",4,"High","Ambient",15.1831500712872,"1 week"
"744","HIMB",1234,"Mcapitata","Physiology","2 week","HTAC",4,"High","Ambient",8.31458759065561,"2 week"
"751","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",12.3902751219005,"1 week"
"752","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",11.2011007781431,"2 week"
"753","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",14.7802777034025,"3 week"
"754","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",9.30921759955488,"4 week"
"755","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",14.3634433023975,"5 week"
"756","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",9.3146600424755,"6 week"
"757","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",-0.600294764864814,"7 week"
"758","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",13.7233210832719,"8 week"
"759","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",6.36625910276729,"9 week"
"760","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",-0.531492173012417,"10 week"
"761","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",7.79592611835387,"11 week"
"762","Reef.42.43",1241,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",-4.83544860741914,"12 week"
"767","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",9.85791137526062,"1 week"
"768","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",13.443084947783,"2 week"
"769","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",9.32806453250542,"3 week"
"770","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",12.3383210363819,"5 week"
"771","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",12.7002070627612,"6 week"
"772","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",2.50925552481729,"7 week"
"773","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",14.5081430900732,"8 week"
"774","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",10.4864414698606,"9 week"
"775","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",7.32437140086326,"10 week"
"776","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",14.5405358522074,"11 week"
"777","Reef.35.36",1247,"Pacuta","Physiology","12 week","ATHC",3,"Ambient","High",-12.7230528384109,"12 week"
"779","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",10.06719938812,"1 week"
"780","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",6.91788208076394,"2 week"
"781","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",10.9879252882043,"3 week"
"782","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",12.9517680019572,"4 week"
"783","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",8.29236513631078,"5 week"
"784","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",9.33734992874203,"6 week"
"785","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",-1.70595655019977,"7 week"
"786","Reef.42.43",1249,"Pacuta","Physiology","8 week","ATHC",3,"Ambient","High",10.4923048894069,"8 week"
"791","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",10.0858624578357,"1 week"
"792","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",14.103133258583,"2 week"
"793","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",7.39369269690529,"3 week"
"794","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",13.6829371980741,"4 week"
"795","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",12.7594508667218,"5 week"
"796","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",10.8722364496055,"6 week"
"797","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",14.8047861769537,"7 week"
"798","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",14.0696416154119,"8 week"
"799","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",15.3628121880349,"9 week"
"800","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",11.9271355664244,"10 week"
"801","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",12.8724846477842,"11 week"
"802","Reef.35.36",1255,"Mcapitata","Molecular BB","12 week","ATHC",3,"Ambient","High",14.8494081525544,"12 week"
"803","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",-14.7834606524567,"1 week"
"804","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",-6.53760144380354,"2 week"
"805","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",1.22561851618924,"3 week"
"806","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",-1.74247879768983,"4 week"
"807","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",-5.33781119878899,"5 week"
"808","Reef.42.43",1256,"Pacuta","Physiology","6 week","ATHC",3,"Ambient","High",6.14096117126422,"6 week"
"812","Reef.42.43",1264,"Mcapitata","Physiology","4 week","HTHC",5,"High","High",14.8331065127089,"1 week"
"813","Reef.42.43",1264,"Mcapitata","Physiology","4 week","HTHC",5,"High","High",12.2686717957421,"2 week"
"814","Reef.42.43",1264,"Mcapitata","Physiology","4 week","HTHC",5,"High","High",15.0949360041366,"3 week"
"815","Reef.42.43",1264,"Mcapitata","Physiology","4 week","HTHC",5,"High","High",13.5045838665445,"4 week"
"817","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",4.67128878237668,"1 week"
"818","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",7.90014382112079,"2 week"
"819","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",12.5448497301716,"3 week"
"820","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",11.2316572453485,"4 week"
"821","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",14.1790999873582,"5 week"
"822","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",11.2112239071279,"6 week"
"823","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",8.3396272906841,"7 week"
"824","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",14.2228217217934,"8 week"
"825","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",13.4936100271372,"9 week"
"826","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",10.2178469393001,"10 week"
"827","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",13.7016131576757,"11 week"
"828","Reef.42.43",1103,"Pacuta","Molecular","12 week","ATAC",1,"Ambient","Ambient",14.1690198625062,"12 week"
"829","Reef.42.43",1755,"Pacuta","Molecular","4 week","ATAC",6,"Ambient","Ambient",13.03555518271,"2 week"
"830","Reef.42.43",1755,"Pacuta","Molecular","4 week","ATAC",6,"Ambient","Ambient",3.2246549383933,"3 week"
"831","Reef.42.43",1755,"Pacuta","Molecular","4 week","ATAC",6,"Ambient","Ambient",5.27120155685177,"4 week"
"833","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",13.134679450362,"1 week"
"834","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",13.4426508216771,"2 week"
"835","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",13.8628848438506,"3 week"
"836","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",3.51960013091014,"4 week"
"837","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",11.4392248739625,"5 week"
"838","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",5.98727784540444,"6 week"
"839","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",4.60302475747752,"7 week"
"840","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",-20.0708590535341,"8 week"
"841","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",-40.6288947645882,"9 week"
"842","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",-27.6678445849011,"10 week"
"843","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",-17.112076772954,"11 week"
"844","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",-1.39667584241438,"12 week"
"845","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",5.54365159724718,"13 week"
"846","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",9.12164049236619,"14 week"
"847","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",12.37748350252,"15 week"
"848","HIMB",1272,"Mcapitata","Physiology","16 week","HTHC",5,"High","High",13.1833386500056,"16 week"
"849","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",9.68547844030599,"1 week"
"850","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",9.74341890015384,"2 week"
"851","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",8.31600595747236,"3 week"
"852","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",9.06833236061522,"4 week"
"853","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",10.2111346457048,"5 week"
"854","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",15.0696519556507,"6 week"
"855","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",10.8221896805669,"7 week"
"856","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",0.263838627219653,"8 week"
"857","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",-13.82606226141,"9 week"
"858","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",-17.7205310860744,"10 week"
"859","Reef.42.43",1273,"Mcapitata","Physiology","12 week","HTHC",5,"High","High",-46.5428581701081,"12 week"
"860","Reef.42.43",1246,"Mcapitata","Molecular","4 week","HTHC",5,"High","High",11.7662020990586,"2 week"
"861","Reef.42.43",1246,"Mcapitata","Molecular","4 week","HTHC",5,"High","High",14.0897737160179,"3 week"
"862","Reef.42.43",1246,"Mcapitata","Molecular","4 week","HTHC",5,"High","High",12.932819903564,"4 week"
"863","HIMB",1275,"Pacuta","Physiology","4 week","HTAC",4,"High","Ambient",13.5430583609553,"1 week"
"864","HIMB",1275,"Pacuta","Physiology","4 week","HTAC",4,"High","Ambient",11.6079228073301,"2 week"
"865","HIMB",1275,"Pacuta","Physiology","4 week","HTAC",4,"High","Ambient",1.40190100732241,"3 week"
"866","HIMB",1275,"Pacuta","Physiology","4 week","HTAC",4,"High","Ambient",-15.1091332703514,"4 week"
"870","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",12.001950340851,"1 week"
"871","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",10.8428934950036,"2 week"
"872","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",8.96063928425525,"3 week"
"873","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",-6.59569372801343,"4 week"
"874","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",-9.81239755859311,"5 week"
"875","Lilipuna.Fringe",1696,"Pacuta","Molecular","6 week","HTAC",9,"High","Ambient",-10.1286145183711,"6 week"
"876","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",13.1392988109403,"1 week"
"877","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",14.9525275165516,"2 week"
"878","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",12.7767997370283,"3 week"
"879","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",15.0722466535395,"4 week"
"880","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",12.5545872677391,"5 week"
"881","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",4.10301574641371,"6 week"
"882","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",-57.433832880863,"7 week"
"883","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",-6.26026376797016,"8 week"
"884","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",-10.2687929715805,"9 week"
"885","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",-9.26817638637503,"10 week"
"886","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",0.394982234734823,"11 week"
"887","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",1.78705723571985,"12 week"
"888","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",-5.61528092940487,"13 week"
"889","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",13.63002852859,"14 week"
"890","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",6.78997830539586,"15 week"
"891","Reef.35.36",1284,"Mcapitata","Physiology","16 week","HTAC",4,"High","Ambient",10.852470449717,"16 week"
"892","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",11.0203768643794,"1 week"
"893","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",14.9725020937365,"2 week"
"894","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",14.8287047013515,"3 week"
"895","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",15.308567484228,"4 week"
"896","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",-9.9111444396009,"5 week"
"897","Reef.11.13",1285,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",-6.77840391169772,"6 week"
"898","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",11.7475761128281,"1 week"
"899","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",5.75633067181548,"2 week"
"900","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",13.4461603924269,"3 week"
"901","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",9.84563540820934,"4 week"
"902","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",14.0717342481382,"5 week"
"903","Reef.11.13",1286,"Mcapitata","Physiology","6 week","HTAC",4,"High","Ambient",14.4924215395282,"6 week"
"904","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",11.5015701424535,"1 week"
"905","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",9.97750676597053,"2 week"
"906","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",9.01477136643035,"3 week"
"907","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",14.2084980135152,"4 week"
"908","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",3.85422417969513,"5 week"
"909","Reef.35.36",1288,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",8.42800451181877,"6 week"
"915","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",12.0688665016756,"1 week"
"916","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",-11.2044294817023,"2 week"
"917","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",12.1902367316518,"3 week"
"918","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",14.6033320608517,"4 week"
"919","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",-6.75131162836435,"5 week"
"920","Reef.11.13",1298,"Pacuta","Physiology","6 week","HTAC",4,"High","Ambient",-8.65746575961132,"6 week"
"922","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",14.3563051171554,"1 week"
"923","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",14.6451543622177,"2 week"
"924","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",13.1833832859182,"3 week"
"925","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",8.78986930206994,"4 week"
"926","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",9.44251167628133,"5 week"
"927","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",13.8155822817873,"6 week"
"928","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",13.2905547740101,"7 week"
"929","Lilipuna.Fringe",1300,"Mcapitata","Physiology","8 week","ATHC",3,"Ambient","High",6.52123818349013,"8 week"
"931","Reef.11.13",1082,"Mcapitata","Molecular","4 week","HTHC",2,"High","High",12.4942014052868,"2 week"
"932","Reef.11.13",1082,"Mcapitata","Molecular","4 week","HTHC",2,"High","High",15.4338369177838,"3 week"
"933","Reef.11.13",1082,"Mcapitata","Molecular","4 week","HTHC",2,"High","High",8.19749293611521,"4 week"
"937","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",12.5113598916002,"1 week"
"938","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",12.969144837205,"2 week"
"939","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",13.7316825582673,"3 week"
"940","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",11.2613150442037,"4 week"
"941","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",11.9519478770502,"5 week"
"942","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",14.8847493191512,"6 week"
"943","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",1.55200010129806,"7 week"
"944","Reef.11.13",1309,"Mcapitata","Physiology","8 week","HTAC",4,"High","Ambient",12.8981171147753,"8 week"
"945","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",12.8274217194178,"1 week"
"946","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",13.2273094632818,"2 week"
"947","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",14.9769845072242,"3 week"
"948","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-3.25567152790541,"4 week"
"949","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",13.4279824204932,"5 week"
"950","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",13.8954916748702,"6 week"
"951","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-52.6185444472844,"7 week"
"952","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",10.0369558429281,"8 week"
"953","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-11.1653073370619,"9 week"
"954","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-22.9774086535372,"10 week"
"955","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-7.1649427042223,"11 week"
"956","Reef.35.36",1310,"Mcapitata","Molecular BB","12 week","HTAC",4,"High","Ambient",-47.4013065601466,"12 week"
"960","Lilipuna.Fringe",1316,"Mcapitata","Physiology","4 week","HTAC",4,"High","Ambient",14.580121337479,"1 week"
"961","Lilipuna.Fringe",1316,"Mcapitata","Physiology","4 week","HTAC",4,"High","Ambient",8.81836027989937,"2 week"
"962","Lilipuna.Fringe",1316,"Mcapitata","Physiology","4 week","HTAC",4,"High","Ambient",10.2578319065238,"3 week"
"963","Lilipuna.Fringe",1316,"Mcapitata","Physiology","4 week","HTAC",4,"High","Ambient",11.1618709695987,"4 week"
"964","Reef.18",1728,"Pacuta","Molecular","2 week","HTAC",4,"High","Ambient",10.9591945572816,"2 week"
"965","Lilipuna.Fringe",1318,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",10.8492837247181,"1 week"
"966","Lilipuna.Fringe",1318,"Mcapitata","Physiology","12 week","HTAC",4,"High","Ambient",14.095205954585,"2 week"
