Date,Calib.Date,Time,Timepoint,Sample.ID,Treatment,Type,TA.Run,Temperature,pH.MV,Salinity,Period1,Period2,Notes
20181007,20181006,21:57,10/7/18,Tank11,ATHC,Tank,No,27.62,-36.5,34.09,Treatment,Chronic,
20181007,20181006,21:55,10/7/18,Tank12,ATHC,Tank,No,27.59,-37.9,34.12,Treatment,Chronic,
20181008,20181006,8:48,10/8/18,Tank1,ATAC,Tank,No,27.38,-53.8,34.35,Treatment,Chronic,
20181008,20181006,8:50,10/8/18,Tank2,HTHC,Tank,No,29.33,-33.5,34.25,Treatment,Chronic,
20181008,20181006,8:52,10/8/18,Tank3,ATHC,Tank,No,27.5,-30.7,34.31,Treatment,Chronic,
20181008,20181006,8:56,10/8/18,Tank4,HTAC,Tank,No,29.85,-53.5,34.46,Treatment,Chronic,
20181008,20181006,8:56,10/8/18,Tank5,HTHC,Tank,No,29.65,-35.6,34.38,Treatment,Chronic,
20181008,20181006,8:58,10/8/18,Tank6,ATAC,Tank,No,27.48,-56.2,34.31,Treatment,Chronic,
20181008,20181006,8:49,10/8/18,Tank7,HTAC,Tank,No,29.17,-53.4,34.53,Treatment,Chronic,
20181008,20181006,8:51,10/8/18,Tank8,ATAC,Tank,No,27.45,-54.6,34.23,Treatment,Chronic,
20181008,20181006,8:52,10/8/18,Tank9,HTAC,Tank,No,29.18,-54,34.49,Treatment,Chronic,
20181008,20181006,8:53,10/8/18,Tank10,HTHC,Tank,No,29.95,-31.8,34.62,Treatment,Chronic,
20181008,20181006,8:57,10/8/18,Tank11,ATHC,Tank,No,27.54,-36.9,34.14,Treatment,Chronic,
20181008,20181006,8:58,10/8/18,Tank12,ATHC,Tank,No,27.66,-32.4,34.34,Treatment,Chronic,
20181008,20181006,17:03,10/8/18,Tank1,ATAC,Tank,No,27.9,-58,34.03,Treatment,Chronic,
20181008,20181006,17:03,10/8/18,Tank2,HTHC,Tank,No,29.76,-40.5,34.18,Treatment,Chronic,
20181008,20181006,17:01,10/8/18,Tank3,ATHC,Tank,No,27.95,-39.4,34.05,Treatment,Chronic,
20181008,20181006,16:59,10/8/18,Tank4,HTAC,Tank,No,29.5,-54.8,34.21,Treatment,Chronic,
20181008,20181006,16:57,10/8/18,Tank5,HTHC,Tank,No,29.91,-36.7,34.38,Treatment,Chronic,
20181008,20181006,16:56,10/8/18,Tank6,ATAC,Tank,No,27.97,-55.5,34.09,Treatment,Chronic,
20181008,20181006,17:04,10/8/18,Tank7,HTAC,Tank,No,29.29,-56.9,34.24,Treatment,Chronic,
20181008,20181006,17:02,10/8/18,Tank8,ATAC,Tank,No,27.92,-59.7,34.13,Treatment,Chronic,
20181008,20181006,17:01,10/8/18,Tank9,HTAC,Tank,No,29.09,-58.4,34.12,Treatment,Chronic,
20181008,20181006,16:59,10/8/18,Tank10,HTHC,Tank,No,29.39,-35.5,34.13,Treatment,Chronic,
20181008,20181006,16:57,10/8/18,Tank11,ATHC,Tank,No,27.91,-32.8,34,Treatment,Chronic,
20181008,20181006,16:58,10/8/18,Tank12,ATHC,Tank,No,27.91,-40.7,34.09,Treatment,Chronic,
20181009,20181009,11:18,10/9/18,Tank1,ATAC,Tank,No,28.1,-54.1,34.13,Treatment,Chronic,
20181009,20181009,11:19,10/9/18,Tank2,HTHC,Tank,No,29.21,-42,34.26,Treatment,Chronic,
20181009,20181009,11:13,10/9/18,Tank3,ATHC,Tank,No,27.78,-36.5,34.16,Treatment,Chronic,
20181009,20181009,11:14,10/9/18,Tank4,HTAC,Tank,No,29.54,-54.3,34.47,Treatment,Chronic,
20181009,20181009,11:16,10/9/18,Tank5,HTHC,Tank,No,29.93,-35.8,34.48,Treatment,Chronic,
20181009,20181009,11:15,10/9/18,Tank6,ATAC,Tank,No,28.04,-56.8,34.16,"Cleaned, refilling",Chronic,
20181009,20181009,11:20,10/9/18,Tank7,HTAC,Tank,No,28.89,-53.6,34.24,Treatment,Chronic,
20181009,20181009,NA,10/9/18,Tank8,ATAC,Tank,No,NA,NA,NA,Treatment,Chronic,
20181009,20181009,11:17,10/9/18,Tank9,HTAC,Tank,No,29.34,-59.6,34.25,Treatment,Chronic,
20181009,20181009,11:10,10/9/18,Tank10,HTHC,Tank,No,29.92,-23.9,34.24,Treatment,Chronic,
20181009,20181009,11:12,10/9/18,Tank11,ATHC,Tank,No,28.1,-33.7,34.06,Treatment,Chronic,
20181009,20181009,11:09,10/9/18,Tank12,ATHC,Tank,No,28.22,-36.4,34.13,Treatment,Chronic,
20181009,20181009,15:39,10/9/18,Tank1,ATAC,Tank,No,28.09,-54.9,34.12,Treatment,Chronic,
20181009,20181009,15:38,10/9/18,Tank2,HTHC,Tank,No,29.26,-38.7,34.29,Treatment,Chronic,
20181009,20181009,15:36,10/9/18,Tank3,ATHC,Tank,No,28,-55.2,34.15,"Cleaned, refilling",Chronic,
20181009,20181009,15:33,10/9/18,Tank4,HTAC,Tank,No,30.3,-56.5,34.34,Treatment,Chronic,
20181009,20181009,15:31,10/9/18,Tank5,HTHC,Tank,No,29.63,-37.1,34.31,Treatment,Chronic,
20181009,20181009,15:33,10/9/18,Tank6,ATAC,Tank,No,28.08,-58.6,34.24,Treatment,Chronic,
20181009,20181009,15:39,10/9/18,Tank7,HTAC,Tank,No,30.75,-54.1,34.41,Treatment,Chronic,
20181009,20181009,15:37,10/9/18,Tank8,ATAC,Tank,No,28.01,-55.3,34.24,Treatment,Chronic,
20181009,20181009,15:35,10/9/18,Tank9,HTAC,Tank,No,29.34,-54.9,34.32,Treatment,Chronic,
20181009,20181009,15:34,10/9/18,Tank10,HTHC,Tank,No,29.72,-35.8,34.35,Treatment,Chronic,
20181009,20181009,15:31,10/9/18,Tank11,ATHC,Tank,No,28.07,-36.4,34.13,Treatment,Chronic,
20181009,20181009,15:32,10/9/18,Tank12,ATHC,Tank,No,28.04,-36.8,34.26,Treatment,Chronic,
20181010,20181010,8:46,10/10/18,Tank1,ATAC,Tank,No,27.05,-52.5,34.27,Treatment,Chronic,
20181010,20181010,8:47,10/10/18,Tank2,HTHC,Tank,No,29,-35.5,34.32,Treatment,Chronic,
20181010,20181010,8:51,10/10/18,Tank3,ATHC,Tank,No,27.17,-32.3,34.21,Treatment,Chronic,
20181010,20181010,8:53,10/10/18,Tank4,HTAC,Tank,No,30.24,-51.3,34.47,Treatment,Chronic,
20181010,20181010,8:55,10/10/18,Tank5,HTHC,Tank,No,29.63,-29.1,34.35,Treatment,Chronic,
20181010,20181010,8:58,10/10/18,Tank6,ATAC,Tank,No,27.04,-53,34.22,Treatment,Chronic,
20181010,20181010,8:48,10/10/18,Tank7,HTAC,Tank,No,29.07,-51.5,34.38,Treatment,Chronic,
20181010,20181010,8:49,10/10/18,Tank8,ATAC,Tank,No,27.25,-52.1,34.11,Treatment,Chronic,
20181010,20181010,8:50,10/10/18,Tank9,HTAC,Tank,No,29.14,-50.9,34.46,Treatment,Chronic,
20181010,20181010,8:54,10/10/18,Tank10,HTHC,Tank,No,29.77,-27.5,34.38,Treatment,Chronic,
20181010,20181010,8:57,10/10/18,Tank11,ATHC,Tank,No,27.21,-32.9,34.21,Treatment,Chronic,
20181010,20181010,8:56,10/10/18,Tank12,ATHC,Tank,No,27.09,-39.1,34.06,Treatment,Chronic,
20181010,20181010,12:14,10/10/18,Tank1,ATAC,Tank,Yes,27.7,-55.2,34.2,Treatment,Chronic,
20181010,20181010,12:51,10/10/18,Tank2,HTHC,Tank,Yes,29.35,-40.6,34.5,Treatment,Chronic,
20181010,20181010,12:26,10/10/18,Tank3,ATHC,Tank,Yes,27.76,-33.8,34.26,Treatment,Chronic,
20181010,20181010,12:41,10/10/18,Tank4,HTAC,Tank,Yes,29.97,-58,34.43,Treatment,Chronic,
20181010,20181010,12:30,10/10/18,Tank5,HTHC,Tank,Yes,29.65,-40,34.41,Treatment,Chronic,
20181010,20181010,12:38,10/10/18,Tank6,ATAC,Tank,Yes,27.8,-60.6,34.29,Treatment,Chronic,
20181010,20181010,12:18,10/10/18,Tank7,HTAC,Tank,Yes,29.2,-55.3,34.47,Treatment,Chronic,
20181010,20181010,12:49,10/10/18,Tank8,ATAC,Tank,Yes,28.06,-56.6,34.45,Treatment,Chronic,
20181010,20181010,12:23,10/10/18,Tank9,HTAC,Tank,Yes,29.17,-57,34.52,Treatment,Chronic,
20181010,20181010,12:44,10/10/18,Tank10,HTHC,Tank,Yes,29.6,-18.5,34.49,Treatment,Chronic,
20181010,20181010,12:33,10/10/18,Tank11,ATHC,Tank,Yes,27.89,-36.8,34.31,Treatment,Chronic,
20181010,20181010,12:36,10/10/18,Tank12,ATHC,Tank,Yes,27.87,-40.3,34.27,Treatment,Chronic,
20181010,20181010,16:17,10/10/18,Tank1,ATAC,Tank,No,27.68,-55.4,34.38,Treatment,Chronic,
20181010,20181010,16:21,10/10/18,Tank2,HTHC,Tank,No,29.36,-38.4,34.51,Treatment,Chronic,
20181010,20181010,16:24,10/10/18,Tank3,ATHC,Tank,No,27.75,-39.9,34.31,Treatment,Chronic,
20181010,20181010,16:28,10/10/18,Tank4,HTAC,Tank,No,29.57,-56.4,34.51,Treatment,Chronic,
20181010,20181010,16:35,10/10/18,Tank5,HTHC,Tank,No,29.63,-40.1,34.61,Treatment,Chronic,
20181010,20181010,16:33,10/10/18,Tank6,ATAC,Tank,No,27.57,-57.3,34.31,Treatment,Chronic,
20181010,20181010,16:19,10/10/18,Tank7,HTAC,Tank,No,29.15,-54.7,34.55,Treatment,Chronic,
20181010,20181010,16:20,10/10/18,Tank8,ATAC,Tank,No,27.73,-56.1,34.3,Treatment,Chronic,
20181010,20181010,16:26,10/10/18,Tank9,HTAC,Tank,No,29.25,-55.3,34.4,Treatment,Chronic,
20181010,20181010,16:37,10/10/18,Tank10,HTHC,Tank,No,29.81,-35.3,34.36,Treatment,Chronic,
20181010,20181010,16:29,10/10/18,Tank11,ATHC,Tank,No,27.75,-39.6,34.2,Treatment,Chronic,
20181010,20181010,16:31,10/10/18,Tank12,ATHC,Tank,No,27.65,-42,34.32,Treatment,Chronic,
20181011,20181011,9:33,10/11/18,Tank1,ATAC,Tank,No,27.38,-53.6,34.16,Treatment,Chronic,
20181011,20181011,9:31,10/11/18,Tank2,HTHC,Tank,No,29.9,-34.4,34.6,Treatment,Chronic,
20181011,20181011,9:29,10/11/18,Tank3,ATHC,Tank,No,27.46,-40.8,34.31,Treatment,Chronic,
20181011,20181011,9:24,10/11/18,Tank4,HTAC,Tank,No,29.97,-54,34.41,Treatment,Chronic,
20181011,20181011,9:25,10/11/18,Tank5,HTHC,Tank,No,29.53,-36.9,34.15,Treatment,Chronic,
20181011,20181011,9:27,10/11/18,Tank6,ATAC,Tank,No,27.34,-55.8,34.31,Treatment,Chronic,
20181011,20181011,9:32,10/11/18,Tank7,HTAC,Tank,No,29.43,-53.3,34.46,Treatment,Chronic,
20181011,20181011,9:30,10/11/18,Tank8,ATAC,Tank,No,27.23,-54.6,34.29,Treatment,Chronic,
20181011,20181011,9:28,10/11/18,Tank9,HTAC,Tank,No,29.3,-53.9,34.68,Treatment,Chronic,
20181011,20181011,9:23,10/11/18,Tank10,HTHC,Tank,No,29.94,-32.6,34.45,Treatment,Chronic,
20181011,20181011,9:27,10/11/18,Tank11,ATHC,Tank,No,27.44,-31.5,34.32,Treatment,Chronic,
20181011,20181011,9:26,10/11/18,Tank12,ATHC,Tank,No,27.28,-38.9,34.15,Treatment,Chronic,
20181012,20181011,8:59,10/12/18,Tank1,ATAC,Tank,No,27.11,-52.6,33.91,Treatment,Chronic,
20181012,20181011,9:00,10/12/18,Tank2,HTHC,Tank,No,29.01,-39.4,34.17,Treatment,Chronic,
20181012,20181011,8:55,10/12/18,Tank3,ATHC,Tank,No,27.22,-38.2,34,Treatment,Chronic,
20181012,20181011,8:56,10/12/18,Tank4,HTAC,Tank,No,29.52,-52.1,34.3,Treatment,Chronic,
20181012,20181011,8:54,10/12/18,Tank5,HTHC,Tank,No,29.63,-36.6,34.27,Treatment,Chronic,
20181012,20181011,8:53,10/12/18,Tank6,ATAC,Tank,No,27.02,-54.5,33.95,Treatment,Chronic,
20181012,20181011,9:01,10/12/18,Tank7,HTAC,Tank,No,29.29,-52,34.15,Treatment,Chronic,
20181012,20181011,9:02,10/12/18,Tank8,ATAC,Tank,No,26.87,-53,33.79,Treatment,Chronic,
20181012,20181011,8:57,10/12/18,Tank9,HTAC,Tank,No,29.23,-52.2,34.06,Treatment,Chronic,
20181012,20181011,8:58,10/12/18,Tank10,HTHC,Tank,No,29.77,-33.4,34.16,Treatment,Chronic,
20181012,20181011,8:51,10/12/18,Tank11,ATHC,Tank,No,27.11,-33.6,34.07,Treatment,Chronic,
20181012,20181011,8:52,10/12/18,Tank12,ATHC,Tank,No,27.06,-39.4,33.95,Treatment,Chronic,
20181013,20181011,11:46,10/13/18,Tank1,ATAC,Tank,Yes,27.46,-59.1,34.17,Treatment,Chronic,
20181013,20181011,12:06,10/13/18,Tank2,HTHC,Tank,Yes,29.33,-36.4,34.29,Treatment,Chronic,
20181013,20181011,12:03,10/13/18,Tank3,ATHC,Tank,Yes,27.94,-39.5,34.24,Treatment,Chronic,
20181013,20181011,12:12,10/13/18,Tank4,HTAC,Tank,Yes,29.39,-61.3,34.23,Treatment,Chronic,
20181013,20181011,12:17,10/13/18,Tank5,HTHC,Tank,Yes,29.55,-38.9,34.23,Treatment,Chronic,
20181013,20181011,12:26,10/13/18,Tank6,ATAC,Tank,Yes,28.19,-61.2,34.26,Treatment,Chronic,
20181013,20181011,11:50,10/13/18,Tank7,HTAC,Tank,Yes,29.39,-57.9,34.37,Treatment,Chronic,
20181013,20181011,12:08,10/13/18,Tank8,ATAC,Tank,Yes,28.2,-61.9,34.32,Treatment,Chronic,
20181013,20181011,12:00,10/13/18,Tank9,HTAC,Tank,Yes,29.05,-61.3,34.29,Treatment,Chronic,
20181013,20181011,12:14,10/13/18,Tank10,HTHC,Tank,Yes,29.66,-25.7,34.27,Treatment,Chronic,
20181013,20181011,12:20,10/13/18,Tank11,ATHC,Tank,Yes,28.22,-36,34.24,Treatment,Chronic,
20181013,20181011,12:23,10/13/18,Tank12,ATHC,Tank,Yes,27.98,-43.9,34.2,Treatment,Chronic,
20181014,20181013,11:32,10/14/18,Tank1,ATAC,Tank,No,27.26,-56.6,33.89,Treatment,Chronic,
20181014,20181013,11:32,10/14/18,Tank2,HTHC,Tank,No,29.6,-35.4,34.15,Treatment,Chronic,
20181014,20181013,11:34,10/14/18,Tank3,ATHC,Tank,No,27.7,-37.8,33.9,Treatment,Chronic,
20181014,20181013,11:41,10/14/18,Tank4,HTAC,Tank,No,30.01,-59.5,34.01,Treatment,Chronic,
20181014,20181013,11:40,10/14/18,Tank5,HTHC,Tank,No,29.82,-36.6,34,Treatment,Chronic,
20181014,20181013,11:43,10/14/18,Tank6,ATAC,Tank,No,28.44,-63.9,33.98,Treatment,Chronic,
20181014,20181013,11:33,10/14/18,Tank7,HTAC,Tank,No,29.82,-57.9,34.1,Treatment,Chronic,
20181014,20181013,11:29,10/14/18,Tank8,ATAC,Tank,No,27.83,-59,34.21,Treatment,Chronic,
20181014,20181013,11:36,10/14/18,Tank9,HTAC,Tank,No,29.33,-60.5,34.51,Treatment,Chronic,
20181014,20181013,11:38,10/14/18,Tank10,HTHC,Tank,No,30.15,NA,34.22,Treatment,Chronic,Apex probe out of water
20181014,20181013,11:41,10/14/18,Tank11,ATHC,Tank,No,28.29,-36.8,33.88,Treatment,Chronic,
20181014,20181013,11:42,10/14/18,Tank12,ATHC,Tank,No,28.11,-42.7,33.87,Treatment,Chronic,
20181015,20181015,8:57,10/15/18,Tank1,ATAC,Tank,No,26.77,-53,33.59,Treatment,Chronic,
20181015,20181015,8:58,10/15/18,Tank2,HTHC,Tank,No,29.29,-39.5,33.86,Treatment,Chronic,
20181015,20181015,9:01,10/15/18,Tank3,ATHC,Tank,No,26.96,-39.1,33.82,Treatment,Chronic,
20181015,20181015,9:02,10/15/18,Tank4,HTAC,Tank,No,29.83,-51.7,33.89,Treatment,Chronic,
20181015,20181015,8:53,10/15/18,Tank5,HTHC,Tank,No,30.19,-34.8,33.99,Treatment,Chronic,
20181015,20181015,8:52,10/15/18,Tank6,ATAC,Tank,No,26.71,-53.1,33.81,Treatment,Chronic,
20181015,20181015,8:56,10/15/18,Tank7,HTAC,Tank,No,29.57,-51.9,33.14,Treatment,Chronic,
20181015,20181015,9:00,10/15/18,Tank8,ATAC,Tank,No,26.77,-53.2,33.58,Treatment,Chronic,
20181015,20181015,8:58,10/15/18,Tank9,HTAC,Tank,No,30.59,-51.5,34.07,Treatment,Chronic,
20181015,20181015,9:03,10/15/18,Tank10,HTHC,Tank,No,30.29,-31.9,34.17,Treatment,Chronic,
20181015,20181015,8:54,10/15/18,Tank11,ATHC,Tank,No,26.88,-32.7,33.58,Treatment,Chronic,
20181015,20181015,8:54,10/15/18,Tank12,ATHC,Tank,No,26.67,-40.2,33.77,Treatment,Chronic,
20181015,20181015,14:51,10/15/18,Tank1,ATAC,Tank,No,26.88,-58.8,33.23,Treatment,Chronic,
20181015,20181015,14:50,10/15/18,Tank2,HTHC,Tank,No,29.58,-41.8,33.59,Treatment,Chronic,
20181015,20181015,14:49,10/15/18,Tank3,ATHC,Tank,No,27.08,-37.4,33.22,Treatment,Chronic,
20181015,20181015,14:40,10/15/18,Tank4,HTAC,Tank,No,30.9,-57.3,33.81,Treatment,Chronic,
20181015,20181015,14:54,10/15/18,Tank5,HTHC,Tank,No,29.98,NA,33.81,Treatment,Chronic,Apex probe out of water
20181015,20181015,14:45,10/15/18,Tank6,ATAC,Tank,No,26.91,-58,33.44,Treatment,Chronic,
20181015,20181015,14:52,10/15/18,Tank7,HTAC,Tank,No,29.46,-59.1,33.58,Treatment,Chronic,
20181015,20181015,14:49,10/15/18,Tank8,ATAC,Tank,No,27.03,-60.7,33.39,Treatment,Chronic,
20181015,20181015,14:48,10/15/18,Tank9,HTAC,Tank,No,29.82,-59.7,33.44,Treatment,Chronic,
20181015,20181015,14:47,10/15/18,Tank10,HTHC,Tank,No,30.29,-37.5,33.83,Treatment,Chronic,
20181015,20181015,14:44,10/15/18,Tank11,ATHC,Tank,No,27.12,-36.1,33.43,Treatment,Chronic,
20181015,20181015,14:46,10/15/18,Tank12,ATHC,Tank,No,27.01,-43.2,33.48,Treatment,Chronic,
20181016,20181016,9:17,10/16/18,Tank1,ATAC,Tank,No,26.24,-54.5,33.34,Treatment,Chronic,
20181016,20181016,9:13,10/16/18,Tank2,HTHC,Tank,No,29.59,-32.3,34.22,Treatment,Chronic,
20181016,20181016,9:11,10/16/18,Tank3,ATHC,Tank,No,26.84,-37.8,33.56,Treatment,Chronic,
20181016,20181016,9:19,10/16/18,Tank4,HTAC,Tank,No,30.01,-54,33.67,Treatment,Chronic,
20181016,20181016,9:18,10/16/18,Tank5,HTHC,Tank,No,29.91,-31.9,33.92,Treatment,Chronic,
20181016,20181016,9:23,10/16/18,Tank6,ATAC,Tank,No,26.59,-56.5,33.56,Treatment,Chronic,
20181016,20181016,9:16,10/16/18,Tank7,HTAC,Tank,No,29.74,-54.6,34,Treatment,Chronic,
20181016,20181016,9:15,10/16/18,Tank8,ATAC,Tank,No,26.49,-55.7,33.44,Treatment,Chronic,
20181016,20181016,9:14,10/16/18,Tank9,HTAC,Tank,No,29.94,-55,33.73,Treatment,Chronic,
20181016,20181016,9:20,10/16/18,Tank10,HTHC,Tank,No,30.11,-29.4,33.72,Treatment,Chronic,
20181016,20181016,9:22,10/16/18,Tank11,ATHC,Tank,No,26.85,-30.2,33.56,Treatment,Chronic,
20181016,20181016,9:21,10/16/18,Tank12,ATHC,Tank,No,26.72,-39.3,33.3,Treatment,Chronic,
20181017,20181016,13:12,10/17/18,Tank1,ATAC,Tank,Yes,26.91,-55.1,33.93,Treatment,Chronic,
20181017,20181016,13:05,10/17/18,Tank2,HTHC,Tank,Yes,30.4,-39.5,34.22,Treatment,Chronic,
20181017,20181016,13:01,10/17/18,Tank3,ATHC,Tank,Yes,26.97,-38.2,33.72,Treatment,Chronic,
20181017,20181016,12:44,10/17/18,Tank4,HTAC,Tank,Yes,29.69,-56.5,34.08,Treatment,Chronic,
20181017,20181016,12:58,10/17/18,Tank5,HTHC,Tank,Yes,30.06,-37,34.2,Treatment,Chronic,
20181017,20181016,13:19,10/17/18,Tank6,ATAC,Tank,Yes,26.87,-59.2,33.85,Treatment,Chronic,
20181017,20181016,13:15,10/17/18,Tank7,HTAC,Tank,Yes,29.98,-55.6,33.99,Treatment,Chronic,
20181017,20181016,13:08,10/17/18,Tank8,ATAC,Tank,Yes,26.86,-57.7,33.96,Treatment,Chronic,
20181017,20181016,12:48,10/17/18,Tank9,HTAC,Tank,Yes,30.1,-55.9,34.11,Treatment,Chronic,
20181017,20181016,12:41,10/17/18,Tank10,HTHC,Tank,Yes,30.28,-32.6,34.1,Treatment,Chronic,
20181017,20181016,12:51,10/17/18,Tank11,ATHC,Tank,Yes,26.8,-31.6,33.87,Treatment,Chronic,
20181017,20181016,12:55,10/17/18,Tank12,ATHC,Tank,Yes,26.95,-44,34.04,Treatment,Chronic,
20181018,20181017,8:38,10/18/18,Tank1,ATAC,Tank,No,26.61,-53.2,33.84,Treatment,Chronic,
20181018,20181017,8:42,10/18/18,Tank2,HTHC,Tank,No,30.51,-37.4,34.17,Treatment,Chronic,
20181018,20181017,8:43,10/18/18,Tank3,ATHC,Tank,No,26.75,-35.7,33.89,Treatment,Chronic,
20181018,20181017,8:44,10/18/18,Tank4,HTAC,Tank,No,29.81,-52.9,33.89,Treatment,Chronic,
20181018,20181017,8:37,10/18/18,Tank5,HTHC,Tank,No,29.86,-32.4,34.09,Treatment,Chronic,
20181018,20181017,8:45,10/18/18,Tank6,ATAC,Tank,No,26.56,-54.5,33.79,Treatment,Chronic,
20181018,20181017,8:39,10/18/18,Tank7,HTAC,Tank,No,29.92,-52.6,34.41,Treatment,Chronic,
20181018,20181017,8:41,10/18/18,Tank8,ATAC,Tank,No,26.16,-53,33.62,Treatment,Chronic,
20181018,20181017,8:40,10/18/18,Tank9,HTAC,Tank,No,30.11,-53,34.06,Treatment,Chronic,
20181018,20181017,8:44,10/18/18,Tank10,HTHC,Tank,No,30.25,-27.9,34.31,Treatment,Chronic,
20181018,20181017,8:36,10/18/18,Tank11,ATHC,Tank,No,26.31,-34.5,33.96,Treatment,Chronic,
20181018,20181017,8:46,10/18/18,Tank12,ATHC,Tank,No,26.5,-40.3,33.95,Treatment,Chronic,
20181019,20181017,8:55,10/19/18,Tank1,ATAC,Tank,No,27.05,-53.7,34.13,Treatment,Chronic,
20181019,20181017,8:55,10/19/18,Tank2,HTHC,Tank,No,29.93,-39.4,34.47,Treatment,Chronic,
20181019,20181017,8:51,10/19/18,Tank3,ATHC,Tank,No,27.13,-34.9,34.25,Treatment,Chronic,
20181019,20181017,8:52,10/19/18,Tank4,HTAC,Tank,No,29.76,-53.2,34.55,Treatment,Chronic,
20181019,20181017,8:49,10/19/18,Tank5,HTHC,Tank,No,30.38,-35.9,34.66,Treatment,Chronic,
20181019,20181017,8:48,10/19/18,Tank6,ATAC,Tank,No,26.94,-54.3,34.3,Treatment,Chronic,
20181019,20181017,8:56,10/19/18,Tank7,HTAC,Tank,No,29.99,-53.4,34.41,Treatment,Chronic,
20181019,20181017,8:57,10/19/18,Tank8,ATAC,Tank,No,26.8,-54.3,33.93,Treatment,Chronic,
20181019,20181017,8:54,10/19/18,Tank9,HTAC,Tank,No,30.25,-53.4,34.44,Treatment,Chronic,
20181019,20181017,8:53,10/19/18,Tank10,HTHC,Tank,No,30.22,-29.9,34.45,Treatment,Chronic,
20181019,20181017,8:50,10/19/18,Tank11,ATHC,Tank,No,27.01,-36.7,34.01,Treatment,Chronic,
20181019,20181017,8:47,10/19/18,Tank12,ATHC,Tank,No,26.91,-41.4,34.45,Treatment,Chronic,
20181020,20181020,10:59,10/20/18,Tank1,ATAC,Tank,Yes,27.06,-57.2,34.16,Treatment,Chronic,
20181020,20181020,10:55,10/20/18,Tank2,HTHC,Tank,No,29.99,-43.7,34.23,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,10:48,10/20/18,Tank3,ATHC,Tank,No,27.26,-48.8,34.13,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,10:40,10/20/18,Tank4,HTAC,Tank,Yes,29.62,-58.6,34.26,Treatment,Chronic,
20181020,20181020,10:36,10/20/18,Tank5,HTHC,Tank,No,29.57,-48.1,34.4,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,10:33,10/20/18,Tank6,ATAC,Tank,Yes,27.44,-63,34.24,Treatment,Chronic,
20181020,20181020,11:02,10/20/18,Tank7,HTAC,Tank,Yes,29.09,-58.7,34.19,Treatment,Chronic,
20181020,20181020,11:05,10/20/18,Tank8,ATAC,Tank,Yes,27.21,-61.9,34.03,Treatment,Chronic,
20181020,20181020,10:42,10/20/18,Tank9,HTAC,Tank,Yes,29.92,-58.7,34.3,Treatment,Chronic,
20181020,20181020,10:30,10/20/18,Tank10,HTHC,Tank,No,29.63,-41.5,34.38,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,10:28,10/20/18,Tank11,ATHC,Tank,No,27.47,-50.3,34.17,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,10:24,10/20/18,Tank12,ATHC,Tank,No,27.56,-57.2,34.17,Treatment,Chronic,"CO2 cylinder off, measurement taken before switched over"
20181020,20181020,14:23,10/20/18,Tank1,ATAC,Tank,No,27.68,-63.4,34.07,Treatment,Chronic,
20181020,20181020,14:37,10/20/18,Tank2,HTHC,Tank,Yes,29.73,-44.2,34.18,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181020,20181020,14:35,10/20/18,Tank3,ATHC,Tank,Yes,27.89,-52.1,33.93,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181020,20181020,14:44,10/20/18,Tank4,HTAC,Tank,No,29.35,-69.4,34.09,Treatment,Chronic,
20181020,20181020,14:45,10/20/18,Tank5,HTHC,Tank,Yes,29.37,-53.8,34.07,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181020,20181020,14:55,10/20/18,Tank6,ATAC,Tank,No,27.84,-68.5,34.14,Treatment,Chronic,
20181020,20181020,14:24,10/20/18,Tank7,HTAC,Tank,No,29.08,-64.1,34.06,Treatment,Chronic,
20181020,20181020,14:31,10/20/18,Tank8,ATAC,Tank,No,28.04,-74.6,34.16,Treatment,Chronic,
20181020,20181020,14:33,10/20/18,Tank9,HTAC,Tank,No,29.81,-67.9,34.41,Treatment,Chronic,
20181020,20181020,14:41,10/20/18,Tank10,HTHC,Tank,Yes,29.93,-40.8,34.13,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181020,20181020,14:49,10/20/18,Tank11,ATHC,Tank,Yes,27.84,-45.4,33.94,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181020,20181020,14:52,10/20/18,Tank12,ATHC,Tank,Yes,27.95,-51.5,34.04,Treatment,Chronic,"CO2 cylinder switched over, coming back to treatment"
20181022,20181020,8:15,10/22/18,Tank1,ATAC,Tank,No,26.5,-54.9,33.76,Treatment,Chronic,
20181022,20181020,8:16,10/22/18,Tank2,HTHC,Tank,No,29.55,-34.1,34.16,Treatment,Chronic,
20181022,20181020,8:12,10/22/18,Tank3,ATHC,Tank,No,26.65,-35.8,33.92,Treatment,Chronic,
20181022,20181020,8:13,10/22/18,Tank4,HTAC,Tank,No,29.33,-53.6,34.21,Treatment,Chronic,
