biosample_accession	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SAMN20284231	2212_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW162_S164_L001_R1_001.fastq.gz	HPW162_S164_L001_R2_001.fastq.gz				
SAMN20284232	1205_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW069_S57_L001_R1_001.fastq.gz	HPW069_S57_L001_R2_001.fastq.gz				
SAMN20284233	1694_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW063_S80_L001_R1_001.fastq.gz	HPW063_S80_L001_R2_001.fastq.gz				
SAMN20284234	1997_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW166_S117_L001_R1_001.fastq.gz	HPW166_S117_L001_R2_001.fastq.gz				
SAMN20284235	2750_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW187_S179_L001_R1_001.fastq.gz	HPW187_S179_L001_R2_001.fastq.gz				
SAMN20284236	1281_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW118_S111_L001_R1_001.fastq.gz	HPW118_S111_L001_R2_001.fastq.gz				
SAMN20284237	1651_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW189_S108_L001_R1_001.fastq.gz	HPW189_S108_L001_R2_001.fastq.gz				
SAMN20284238	2306_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW096_S96_L001_R1_001.fastq.gz	HPW096_S96_L001_R2_001.fastq.gz				
SAMN20284239	1562_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW154_S163_L001_R1_001.fastq.gz	HPW154_S163_L001_R2_001.fastq.gz				
SAMN20284240	1647_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW071_S81_L001_R1_001.fastq.gz	HPW071_S81_L001_R2_001.fastq.gz				
SAMN20284241	1237_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW151_S127_L001_R1_001.fastq.gz	HPW151_S127_L001_R2_001.fastq.gz				
SAMN20284242	1582_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW082_S23_L001_R1_001.fastq.gz	HPW082_S23_L001_R2_001.fastq.gz				
SAMN20284243	1178_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW138_S161_L001_R1_001.fastq.gz	HPW138_S161_L001_R2_001.fastq.gz				
SAMN20284244	1076_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW094_S72_L001_R1_001.fastq.gz	HPW094_S72_L001_R2_001.fastq.gz				
SAMN20284245	1777_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW148_S186_L001_R1_001.fastq.gz	HPW148_S186_L001_R2_001.fastq.gz				
SAMN20284246	2879_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW087_S83_L001_R1_001.fastq.gz	HPW087_S83_L001_R2_001.fastq.gz				
SAMN20284247	2188_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW119_S123_L001_R1_001.fastq.gz	HPW119_S123_L001_R2_001.fastq.gz				
SAMN20284248	2668_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW142_S114_L001_R1_001.fastq.gz	HPW142_S114_L001_R2_001.fastq.gz				
SAMN20284249	1451_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW232_S280_L001_R1_001.fastq.gz	HPW232_S280_L001_R2_001.fastq.gz				
SAMN20284250	2302_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW157_S104_L001_R1_001.fastq.gz	HPW157_S104_L001_R2_001.fastq.gz				
SAMN20284251	1248_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW143_S126_L001_R1_001.fastq.gz	HPW143_S126_L001_R2_001.fastq.gz				
SAMN20284252	2756_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW144_S138_L001_R1_001.fastq.gz	HPW144_S138_L001_R2_001.fastq.gz				
SAMN20284253	1416_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW107_S169_L001_R1_001.fastq.gz	HPW107_S169_L001_R2_001.fastq.gz				
SAMN20284254	2185_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW083_S35_L001_R1_001.fastq.gz	HPW083_S35_L001_R2_001.fastq.gz				
SAMN20284255	2005_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW285_S251_L001_R1_001.fastq.gz	HPW285_S251_L001_R2_001.fastq.gz				
SAMN20284256	1270_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW114_S158_L001_R1_001.fastq.gz	HPW114_S158_L001_R2_001.fastq.gz				
SAMN20284257	1596_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW161_S152_L001_R1_001.fastq.gz	HPW161_S152_L001_R2_001.fastq.gz				
SAMN20284258	1452_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW291_S228_L001_R1_001.fastq.gz	HPW291_S228_L001_R2_001.fastq.gz				
SAMN20284259	2190_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW233_S197_L001_R1_001.fastq.gz	HPW233_S197_L001_R2_001.fastq.gz				
SAMN20284260	1140_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW252_S235_L001_R1_001.fastq.gz	HPW252_S235_L001_R2_001.fastq.gz				
SAMN20284261	1418_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW209_S194_L001_R1_001.fastq.gz	HPW209_S194_L001_R2_001.fastq.gz				
SAMN20284262	1632_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW188_S191_L001_R1_001.fastq.gz	HPW188_S191_L001_R2_001.fastq.gz				
SAMN20284263	1120_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW193_S156_L001_R1_001.fastq.gz	HPW193_S156_L001_R2_001.fastq.gz				
SAMN20284264	2731_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW261_S248_L001_R1_001.fastq.gz	HPW261_S248_L001_R2_001.fastq.gz				
SAMN20284265	2736_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW283_S227_L001_R1_001.fastq.gz	HPW283_S227_L001_R2_001.fastq.gz				
SAMN20284266	1729_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW294_S264_L001_R1_001.fastq.gz	HPW294_S264_L001_R2_001.fastq.gz				
SAMN20284267	1459_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW182_S119_L001_R1_001.fastq.gz	HPW182_S119_L001_R2_001.fastq.gz				
SAMN20284268	2007_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW246_S258_L001_R1_001.fastq.gz	HPW246_S258_L001_R2_001.fastq.gz				
SAMN20284269	1154_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW256_S283_L001_R1_001.fastq.gz	HPW256_S283_L001_R2_001.fastq.gz				
SAMN20284270	1274_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW292_S240_L001_R1_001.fastq.gz	HPW292_S240_L001_R2_001.fastq.gz				
SAMN20284271	1302_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW304_S303_L001_R1_001.fastq.gz	HPW304_S303_L001_R2_001.fastq.gz				
SAMN20284272	2555_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW279_S274_L001_R1_001.fastq.gz	HPW279_S274_L001_R2_001.fastq.gz				
SAMN20284273	2735_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW104_S133_L001_R1_001.fastq.gz	HPW104_S133_L001_R2_001.fastq.gz				
SAMN20284274	2009_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW243_S222_L001_R1_001.fastq.gz	HPW243_S222_L001_R2_001.fastq.gz				
SAMN20284275	1628_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW238_S257_L001_R1_001.fastq.gz	HPW238_S257_L001_R2_001.fastq.gz				
SAMN20284276	2733_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW227_S220_L001_R1_001.fastq.gz	HPW227_S220_L001_R2_001.fastq.gz				
SAMN20284277	1169_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW273_S202_L001_R1_001.fastq.gz	HPW273_S202_L001_R2_001.fastq.gz				
SAMN20284278	1289_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW203_S301_L001_R1_001.fastq.gz	HPW203_S301_L001_R2_001.fastq.gz				
SAMN20284279	1420_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW213_S242_L001_R1_001.fastq.gz	HPW213_S242_L001_R2_001.fastq.gz				
SAMN20284280	1124_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW274_S214_L001_R1_001.fastq.gz	HPW274_S214_L001_R2_001.fastq.gz				
SAMN20284281	1221_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW321_S306_L001_R1_001.fastq.gz	HPW321_S306_L001_R2_001.fastq.gz				
SAMN20284282	1108_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW315_S313_L001_R1_001.fastq.gz	HPW315_S313_L001_R2_001.fastq.gz				
SAMN20284283	2195_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW305_S307_L001_R1_001.fastq.gz	HPW305_S307_L001_R2_001.fastq.gz				
SAMN20284284	1571_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW126_S112_L001_R1_001.fastq.gz	HPW126_S112_L001_R2_001.fastq.gz				
SAMN20284285	1762_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW211_S218_L001_R1_001.fastq.gz	HPW211_S218_L001_R2_001.fastq.gz				
SAMN20284286	1468_ATAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW317_S291_L001_R1_001.fastq.gz	HPW317_S291_L001_R2_001.fastq.gz				
SAMN20284287	2979_ATHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW242_S210_L001_R1_001.fastq.gz	HPW242_S210_L001_R2_001.fastq.gz				
SAMN20284288	1709_HTHC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW179_S178_L001_R1_001.fastq.gz	HPW179_S178_L001_R2_001.fastq.gz				
SAMN20284289	1583_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW178_S166_L001_R1_001.fastq.gz	HPW178_S166_L001_R2_001.fastq.gz				
SAMN20284290	2737_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW127_S124_L001_R1_001.fastq.gz	HPW127_S124_L001_R2_001.fastq.gz				
SAMN20284291	1078_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW280_S286_L001_R1_001.fastq.gz	HPW280_S286_L001_R2_001.fastq.gz				
SAMN20284292	1610_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW131_S172_L001_R1_001.fastq.gz	HPW131_S172_L001_R2_001.fastq.gz				
SAMN20284293	2016_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW289_S204_L001_R1_001.fastq.gz	HPW289_S204_L001_R2_001.fastq.gz				
SAMN20284294	1269_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW306_S309_L001_R1_001.fastq.gz	HPW306_S309_L001_R2_001.fastq.gz				
SAMN20284295	1722_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW110_S110_L001_R1_001.fastq.gz	HPW110_S110_L001_R2_001.fastq.gz				
SAMN20284296	1455_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW117_S99_L001_R1_001.fastq.gz	HPW117_S99_L001_R2_001.fastq.gz				
SAMN20284297	1277_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW311_S300_L001_R1_001.fastq.gz	HPW311_S300_L001_R2_001.fastq.gz				
SAMN20284298	1315_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW113_S146_L001_R1_001.fastq.gz	HPW113_S146_L001_R2_001.fastq.gz				
SAMN20284299	1083_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW108_S181_L001_R1_001.fastq.gz	HPW108_S181_L001_R2_001.fastq.gz				
SAMN20284300	2380_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW105_S145_L001_R1_001.fastq.gz	HPW105_S145_L001_R2_001.fastq.gz				
SAMN20284301	2410_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW060_S44_L001_R1_001.fastq.gz	HPW060_S44_L001_R2_001.fastq.gz				
SAMN20284302	2021_HTAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW314_S310_L001_R1_001.fastq.gz	HPW314_S310_L001_R2_001.fastq.gz				
SAMN20284303	1121_ATAC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW320_S302_L001_R1_001.fastq.gz	HPW320_S302_L001_R2_001.fastq.gz				
SAMN20284304	1329_HTAC	Microbiome metagenome (16S sequencing) from Pocillopora acuta	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW169_S153_L001_R1_001.fastq.gz	HPW169_S153_L001_R2_001.fastq.gz				
SAMN20284305	1332_HTHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW078_S70_L001_R1_001.fastq.gz	HPW078_S70_L001_R2_001.fastq.gz				
SAMN20284306	1212_ATHC	Microbiome metagenome (16S sequencing) from Montipora capitata	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Samples were prepared in the Putnam Lab at the University of Rhode Island using the lab's 16S sequencing protocol (available on github)	fastq	HPW308_S315_L001_R1_001.fastq.gz	HPW308_S315_L001_R2_001.fastq.gz				
