NCBI_Sample_Name,host_subject_id,NCBI_Sample_Title,title,host,Sample.Date,geo_loc_name,Plug_ID,env_broad_scale,lat_lon,env_medium,env_local_scale,organism,host_life_stage,host_tissue_sampled,isolation_source,samp_collect_device,samp_mat_process,size_frac,samp_size,SRA_upload,filename1,filename2
1776_ATAC,HPW163,1776_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-23,USA: Hawaii Reef.42.43,1776,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW163_S176_L001_R1_001.fastq.gz,HPW163_S176_L001_R2_001.fastq.gz
2877_ATHC,HPW073,2877_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-23,USA: Hawaii HIMB,2877,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW073_S10_L001_R1_001.fastq.gz,HPW073_S10_L001_R2_001.fastq.gz
1466_HTAC,HPW229,1466_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1466,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW229_S244_L001_R1_001.fastq.gz,HPW229_S244_L001_R2_001.fastq.gz
1705_HTAC,HPW265,1705_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1705,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW265_S201_L001_R1_001.fastq.gz,HPW265_S201_L001_R2_001.fastq.gz
2183_HTAC,HPW208,2183_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,2183,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW208_S277_L001_R1_001.fastq.gz,HPW208_S277_L001_R2_001.fastq.gz
2866_ATHC,HPW276,2866_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,2866,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW276_S238_L001_R1_001.fastq.gz,HPW276_S238_L001_R2_001.fastq.gz
1330_HTAC,HPW258,1330_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.35.36,1330,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW258_S212_L001_R1_001.fastq.gz,HPW258_S212_L001_R2_001.fastq.gz
1617_HTAC,HPW264,1617_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1617,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW264_S284_L001_R1_001.fastq.gz,HPW264_S284_L001_R2_001.fastq.gz
1164_HTHC,HPW281,1164_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1164,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW281_S203_L001_R1_001.fastq.gz,HPW281_S203_L001_R2_001.fastq.gz
2870_ATHC,HPW319,2870_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,2870,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW319_S299_L001_R1_001.fastq.gz,HPW319_S299_L001_R2_001.fastq.gz
1227_HTHC,HPW216,1227_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1227,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW216_S278_L001_R1_001.fastq.gz,HPW216_S278_L001_R2_001.fastq.gz
2518_HTHC,HPW219,2518_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.18,2518,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW219_S219_L001_R1_001.fastq.gz,HPW219_S219_L001_R2_001.fastq.gz
2999_ATHC,HPW249,2999_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,2999,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW249_S199_L001_R1_001.fastq.gz,HPW249_S199_L001_R2_001.fastq.gz
1496_HTAC,HPW185,1496_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.35.36,1496,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW185_S155_L001_R1_001.fastq.gz,HPW185_S155_L001_R2_001.fastq.gz
1103_ATAC,HPW092,1103_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-12-15,USA: Hawaii Reef.42.43,1103,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW092_S48_L001_R1_001.fastq.gz,HPW092_S48_L001_R2_001.fastq.gz
1755_ATAC,HPW112,1755_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-20,USA: Hawaii Reef.42.43,1755,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW112_S134_L001_R1_001.fastq.gz,HPW112_S134_L001_R2_001.fastq.gz
1246_HTHC,HPW101,1246_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.42.43,1246,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW101_S97_L001_R1_001.fastq.gz,HPW101_S97_L001_R2_001.fastq.gz
1128_HTHC,HPW272,1128_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii HIMB,1128,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW272_S285_L001_R1_001.fastq.gz,HPW272_S285_L001_R2_001.fastq.gz
1721_HTHC,HPW278,1721_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Lilipuna.Fringe,1721,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW278_S262_L001_R1_001.fastq.gz,HPW278_S262_L001_R2_001.fastq.gz
1696_HTAC,HPW205,1696_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-11-03,USA: Hawaii Lilipuna.Fringe,1696,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW205_S241_L001_R1_001.fastq.gz,HPW205_S241_L001_R2_001.fastq.gz
1114_ATAC,HPW269,1114_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.42.43,1114,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW269_S249_L001_R1_001.fastq.gz,HPW269_S249_L001_R2_001.fastq.gz
2527_HTHC,HPW190,2527_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2527,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW190_S120_L001_R1_001.fastq.gz,HPW190_S120_L001_R2_001.fastq.gz
1637_ATAC,HPW253,1637_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.11.13,1637,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW253_S247_L001_R1_001.fastq.gz,HPW253_S247_L001_R2_001.fastq.gz
1082_HTHC,HPW116,1082_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-20,USA: Hawaii Reef.11.13,1082,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW116_S182_L001_R1_001.fastq.gz,HPW116_S182_L001_R2_001.fastq.gz
1600_ATAC,HPW215,1600_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,1600,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW215_S266_L001_R1_001.fastq.gz,HPW215_S266_L001_R2_001.fastq.gz
1826_ATHC,HPW221,1826_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.11.13,1826,coral reef,"21.450806, -157.794944",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW221_S243_L001_R1_001.fastq.gz,HPW221_S243_L001_R2_001.fastq.gz
1728_HTAC,HPW120,1728_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.18,1728,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW120_S135_L001_R1_001.fastq.gz,HPW120_S135_L001_R2_001.fastq.gz
1544_ATHC,HPW286,1544_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.18,1544,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW286_S263_L001_R1_001.fastq.gz,HPW286_S263_L001_R2_001.fastq.gz
1223_ATHC,HPW129,1223_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1223,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW129_S148_L001_R1_001.fastq.gz,HPW129_S148_L001_R2_001.fastq.gz
1611_ATAC,HPW250,1611_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-29,USA: Hawaii Reef.42.43,1611,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW250_S211_L001_R1_001.fastq.gz,HPW250_S211_L001_R2_001.fastq.gz
1775_ATAC,HPW237,1775_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.42.43,1775,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW237_S245_L001_R1_001.fastq.gz,HPW237_S245_L001_R2_001.fastq.gz
2875_ATHC,HPW130,2875_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii HIMB,2875,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW130_S160_L001_R1_001.fastq.gz,HPW130_S160_L001_R2_001.fastq.gz
2860_ATHC,HPW167,2860_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii HIMB,2860,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW167_S129_L001_R1_001.fastq.gz,HPW167_S129_L001_R2_001.fastq.gz
1126_HTHC,HPW095,1126_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.42.43,1126,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW095_S84_L001_R1_001.fastq.gz,HPW095_S84_L001_R2_001.fastq.gz
2204_HTHC,HPW240,2204_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.42.43,2204,coral reef,"21.477194, -157.826889",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW240_S281_L001_R1_001.fastq.gz,HPW240_S281_L001_R2_001.fastq.gz
1744_HTAC,HPW226,1744_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii Reef.35.36,1744,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW226_S208_L001_R1_001.fastq.gz,HPW226_S208_L001_R2_001.fastq.gz
1580_ATAC,HPW207,1580_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-11-03,USA: Hawaii Reef.35.36,1580,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW207_S265_L001_R1_001.fastq.gz,HPW207_S265_L001_R2_001.fastq.gz
1427_HTHC,HPW121,1427_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1427,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW121_S147_L001_R1_001.fastq.gz,HPW121_S147_L001_R2_001.fastq.gz
1090_HTHC,HPW177,1090_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1090,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW177_S154_L001_R1_001.fastq.gz,HPW177_S154_L001_R2_001.fastq.gz
1323_HTHC,HPW257,1323_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,1323,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW257_S200_L001_R1_001.fastq.gz,HPW257_S200_L001_R2_001.fastq.gz
1487_HTAC,HPW128,1487_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1487,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW128_S136_L001_R1_001.fastq.gz,HPW128_S136_L001_R2_001.fastq.gz
2878_ATHC,HPW139,2878_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii HIMB,2878,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW139_S173_L001_R1_001.fastq.gz,HPW139_S173_L001_R2_001.fastq.gz
2414_HTAC,HPW206,2414_HTAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2414,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW206_S253_L001_R1_001.fastq.gz,HPW206_S253_L001_R2_001.fastq.gz
2409_ATHC,HPW115,2409_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,2409,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW115_S170_L001_R1_001.fastq.gz,HPW115_S170_L001_R2_001.fastq.gz
1047_ATAC,HPW145,1047_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Lilipuna.Fringe,1047,coral reef,"21.429417, -157.791111",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW145_S150_L001_R1_001.fastq.gz,HPW145_S150_L001_R2_001.fastq.gz
1595_HTHC,HPW310,1595_HTHC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-29,USA: Hawaii HIMB,1595,coral reef,"21.436056, -157.786861",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW310_S295_L001_R1_001.fastq.gz,HPW310_S295_L001_R2_001.fastq.gz
1499_ATAC,HPW168,1499_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-10-06,USA: Hawaii Reef.35.36,1499,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW168_S141_L001_R1_001.fastq.gz,HPW168_S141_L001_R2_001.fastq.gz
2363_ATAC,HPW225,2363_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-09-22,USA: Hawaii Reef.18,2363,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW225_S196_L001_R1_001.fastq.gz,HPW225_S196_L001_R2_001.fastq.gz
2068_ATHC,HPW287,2068_ATHC_HoloInt,Microbiome metagenome (16S sequencing) from Montipora capitata,Montipora capitata,2018-09-22,USA: Hawaii Reef.35.36,2068,coral reef,"21.473889, -157.833667",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW287_S275_L001_R1_001.fastq.gz,HPW287_S275_L001_R2_001.fastq.gz
2413_ATAC,HPW079,2413_ATAC_HoloInt,Microbiome metagenome (16S sequencing) from Pocillopora acuta,Pocillopora acuta,2018-10-06,USA: Hawaii Reef.18,2413,coral reef,"21.450806, -157.811139",sea water,fringing reef,metagenome,adult,tissue biopsy,seawater in experimental tanks,sterile whirlpak,whole fragment snap frozen,0.5 - 1 cm in any single dimension tissue biopsy,3 - 4 cm in any single dimension tissue biopsy,Microbiome metagenome (16S sequencing) from ,HPW079_S82_L001_R1_001.fastq.gz,HPW079_S82_L001_R2_001.fastq.gz
