accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	chem_administration	depth	elev	gravidity	host_age	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_product	host_body_temp	host_color	host_diet	host_disease	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_height	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_phenotype	host_sex	host_shape	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	isolation_source	misc_param	omics_observ_id	organism_count	oxy_stat_samp	perturbation	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	size_frac	source_material_id	temp	description
SAMN21362765	We will automatically transform the attribute value(s) you provided as follows.	1466_HTAC_ITS2	1466_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		54 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362766	Successfully loaded	1705_HTAC_ITS2	1705_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		55 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362766	We will automatically transform the attribute value(s) you provided as follows.	1705_HTAC_ITS2	1705_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		55 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362767	Successfully loaded	2183_HTAC_ITS2	2183_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		56 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 0 hour
SAMN21362767	We will automatically transform the attribute value(s) you provided as follows.	2183_HTAC_ITS2	2183_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		56 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 0 hour
SAMN21362768	Successfully loaded	2866_ATHC_ITS2	2866_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		57 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362768	We will automatically transform the attribute value(s) you provided as follows.	2866_ATHC_ITS2	2866_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		57 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362769	Successfully loaded	1330_HTAC_ITS2	1330_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		58 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362769	We will automatically transform the attribute value(s) you provided as follows.	1330_HTAC_ITS2	1330_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Pocillopora acuta	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		58 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362770	Successfully loaded	1617_HTAC_ITS2	1617_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		59 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362770	We will automatically transform the attribute value(s) you provided as follows.	1617_HTAC_ITS2	1617_HTAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		59 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 hour
SAMN21362771	Successfully loaded	1164_HTHC_ITS2	1164_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		60 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362771	We will automatically transform the attribute value(s) you provided as follows.	1164_HTHC_ITS2	1164_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		60 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362772	Successfully loaded	2870_ATHC_ITS2	2870_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		61 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362772	We will automatically transform the attribute value(s) you provided as follows.	2870_ATHC_ITS2	2870_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Pocillopora acuta	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		61 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362773	Successfully loaded	1227_HTHC_ITS2	1227_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		62 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362773	We will automatically transform the attribute value(s) you provided as follows.	1227_HTHC_ITS2	1227_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		62 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362774	Successfully loaded	2518_HTHC_ITS2	2518_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		63 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362774	We will automatically transform the attribute value(s) you provided as follows.	2518_HTHC_ITS2	2518_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		63 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362775	Successfully loaded	2999_ATHC_ITS2	2999_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		64 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362775	We will automatically transform the attribute value(s) you provided as follows.	2999_ATHC_ITS2	2999_ATHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		64 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 1 week
SAMN21362776	Successfully loaded	1496_HTAC_ITS2	1496_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		65 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362776	We will automatically transform the attribute value(s) you provided as follows.	1496_HTAC_ITS2	1496_HTAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.35.36	Montipora capitata	21.473889, -157.833667																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		65 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 1 week
SAMN21362777	Successfully loaded	1103_ATAC_ITS2	1103_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		66 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362777	We will automatically transform the attribute value(s) you provided as follows.	1103_ATAC_ITS2	1103_ATAC_HoloInt		metagenome	2018-12-15T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		66 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 12 week
SAMN21362778	Successfully loaded	1755_ATAC_ITS2	1755_ATAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		67 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 4 week
SAMN21362778	We will automatically transform the attribute value(s) you provided as follows.	1755_ATAC_ITS2	1755_ATAC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		67 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 4 week
SAMN21362779	Successfully loaded	1246_HTHC_ITS2	1246_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		68 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362779	We will automatically transform the attribute value(s) you provided as follows.	1246_HTHC_ITS2	1246_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		68 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362780	Successfully loaded	1128_HTHC_ITS2	1128_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		69 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362780	We will automatically transform the attribute value(s) you provided as follows.	1128_HTHC_ITS2	1128_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii HIMB	Montipora capitata	21.436056, -157.786861																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		69 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362781	Successfully loaded	1721_HTHC_ITS2	1721_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		70 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362781	We will automatically transform the attribute value(s) you provided as follows.	1721_HTHC_ITS2	1721_HTHC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		70 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 1 week
SAMN21362782	Successfully loaded	1696_HTAC_ITS2	1696_HTAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		71 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 week
SAMN21362782	We will automatically transform the attribute value(s) you provided as follows.	1696_HTAC_ITS2	1696_HTAC_HoloInt		metagenome	2018-11-03T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Lilipuna.Fringe	Pocillopora acuta	21.429417, -157.791111																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		71 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 6 week
SAMN21362783	Successfully loaded	1114_ATAC_ITS2	1114_ATAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		72 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 1 week
SAMN21362783	We will automatically transform the attribute value(s) you provided as follows.	1114_ATAC_ITS2	1114_ATAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		72 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 1 week
SAMN21362784	Successfully loaded	2527_HTHC_ITS2	2527_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		73 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362784	We will automatically transform the attribute value(s) you provided as follows.	2527_HTHC_ITS2	2527_HTHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		73 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 6 hour
SAMN21362785	Successfully loaded	1637_ATAC_ITS2	1637_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		74 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 hour
SAMN21362785	We will automatically transform the attribute value(s) you provided as follows.	1637_ATAC_ITS2	1637_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Pocillopora acuta	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		74 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 6 hour
SAMN21362786	Successfully loaded	1082_HTHC_ITS2	1082_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		75 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362786	We will automatically transform the attribute value(s) you provided as follows.	1082_HTHC_ITS2	1082_HTHC_HoloInt		metagenome	2018-10-20T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		75 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature High pCO2 at 4 week
SAMN21362787	Successfully loaded	1600_ATAC_ITS2	1600_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		76 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
SAMN21362787	We will automatically transform the attribute value(s) you provided as follows.	1600_ATAC_ITS2	1600_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		76 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
SAMN21362788	Successfully loaded	1826_ATHC_ITS2	1826_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		77 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 0 hour
SAMN21362788	We will automatically transform the attribute value(s) you provided as follows.	1826_ATHC_ITS2	1826_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.11.13	Montipora capitata	21.450806, -157.794944																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		77 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 0 hour
SAMN21362789	Successfully loaded	1728_HTAC_ITS2	1728_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		78 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362789	We will automatically transform the attribute value(s) you provided as follows.	1728_HTAC_ITS2	1728_HTAC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Pocillopora acuta	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		78 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: High Temperature Ambient pCO2 at 2 week
SAMN21362790	Successfully loaded	1544_ATHC_ITS2	1544_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		79 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362790	We will automatically transform the attribute value(s) you provided as follows.	1544_ATHC_ITS2	1544_ATHC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.18	Montipora capitata	21.450806, -157.811139																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		79 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 6 hour
SAMN21362791	Successfully loaded	1223_ATHC_ITS2	1223_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		80 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362791	We will automatically transform the attribute value(s) you provided as follows.	1223_ATHC_ITS2	1223_ATHC_HoloInt		metagenome	2018-10-06T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		80 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature High pCO2 at 2 week
SAMN21362792	Successfully loaded	1611_ATAC_ITS2	1611_ATAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		81 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 1 week
SAMN21362792	We will automatically transform the attribute value(s) you provided as follows.	1611_ATAC_ITS2	1611_ATAC_HoloInt		metagenome	2018-09-29T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Montipora capitata	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		81 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 1 week
SAMN21362793	Successfully loaded	1775_ATAC_ITS2	1775_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		82 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
SAMN21362793	We will automatically transform the attribute value(s) you provided as follows.	1775_ATAC_ITS2	1775_ATAC_HoloInt		metagenome	2018-09-22T00:00:00	coral reef	fringing reef	sea water	USA: Hawaii Reef.42.43	Pocillopora acuta	21.477194, -157.826889																								adult							tissue biopsy		seawater in experimental tanks								sterile whirlpak	whole fragment snap frozen		82 - 4 cm in any single dimension tissue biopsy				0.5 - 1 cm in any single dimension tissue biopsy			Sampled from: Ambient Temperature Ambient pCO2 at 0 hour
